partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag
P001335,Evergreen Merchant Services 1335,ISV,Education,Mid-Market,Active,US,MI,Detroit,Midwest,API,Partner-sourced,Medium,Approved,Level 3,2021-03-23,Midwest,1
P001336,Cedar Market 1336,Marketplace,SaaS,Mid-Market,Active,US,NC,Raleigh,South,Batch File,Referral,Low,Approved,Level 4,2020-10-25,South,1
P001337,Evergreen PayWorks 1337,Technology Platform,SaaS,Enterprise,Active,US,CA,Los Angeles,West,API,Direct,Medium,Approved,Level 1,2017-07-02,West,1
P001338,Ironwood Market 1338,Merchant Acquirer,Gaming,SMB,Active,US,WA,Seattle,West,Hosted Checkout,Direct,High,Pending Review,Level 3,2019-10-16,West,1
P001339,Brightpath Financial 1339,Technology Platform,Fintech,SMB,Active,US,CA,San Diego,West,SFTP,Direct,Medium,Approved,Level 4,2018-07-11,West,1
P001340,Ironwood Platform 1340,ISV,Travel,SMB,Active,US,AZ,Mesa,West,Hosted Checkout,Direct,Medium,Pending Review,Level 2,2022-07-31,West,1
P001341,NorthStar Connect 1341,ISV,Retail,Enterprise,Active,US,TX,San Antonio,South,API,Alliance,Low,Approved,Level 2,2022-01-20,South,1
P001342,RedRock Billing 1342,Bank Sponsor,Healthcare,Mid-Market,Active,US,FL,Tampa,South,SDK,Alliance,Medium,Approved,Level 3,2021-07-15,South,1
P001343,BluePeak Payments 1343,Financial Institution,Professional Services,SMB,Active,US,NJ,Jersey City,Northeast,API,Partner-sourced,Low,Approved,Level 2,2024-10-16,Northeast,1
P001344,Riverbend Platform 1344,Technology Platform,Healthcare,SMB,Dormant,US,CO,Boulder,West,SFTP,Alliance,Medium,Approved,Level 3,2018-07-05,West,1
P001345,RedRock Solutions 1345,Technology Platform,Retail,SMB,Suspended,US,OH,Dayton,Midwest,SDK,Referral,High,Approved,Level 4,2022-10-19,Midwest,1
P001346,Granite PayTech 1346,Financial Institution,Utilities,SMB,Active,US,NY,New York,Northeast,SFTP,Alliance,Low,Approved,Level 1,2019-03-14,Northeast,1
P001347,Ironwood Billing 1347,Gateway,Professional Services,Strategic,Active,US,NY,Syracuse,Northeast,API,Alliance,Medium,Expired,Level 3,2019-12-14,Northeast,1
P001348,Prairie Platform 1348,Technology Platform,Gaming,Enterprise,Active,US,NY,Rochester,Northeast,API,Alliance,Low,Approved,Level 3,2020-11-17,Northeast,1
P001349,Summit Merchant Services 1349,Technology Platform,Fintech,Strategic,Active,US,MN,Duluth,Midwest,API,Alliance,Medium,Approved,Level 2,2023-04-03,Midwest,1
P001350,Riverbend Merchant Services 1350,Gateway,Professional Services,Enterprise,Active,US,AZ,Mesa,West,Hosted Checkout,Direct,High,Approved,Level 2,2021-02-13,West,1
P001351,Riverbend Billing 1351,Gateway,Hospitality,SMB,Dormant,US,NJ,Jersey City,Northeast,Direct Processor,Referral,Low,Approved,Level 3,2023-01-10,Northeast,1
P001352,Prairie Merchant Services 1352,Marketplace,SaaS,Enterprise,Active,US,GA,Alpharetta,South,SDK,Referral,Low,Approved,Level 3,2020-04-17,South,1
P001353,Maple Market 1353,ISO/Reseller,Retail,Enterprise,Active,US,FL,Orlando,South,API,Direct,Low,Approved,Level 3,2025-01-04,South,1
P001354,Keystone Billing 1354,ISO/Reseller,Nonprofit,SMB,Active,US,CO,Denver,West,API,Direct,Low,Approved,Level 3,2019-07-30,West,1
P001355,Summit Solutions 1355,ISV,Logistics,SMB,Active,US,FL,Orlando,South,SDK,Alliance,Low,Approved,Level 2,2017-10-11,South,1
P001356,Skyline Financial 1356,ISO/Reseller,Fintech,SMB,Active,US,NJ,Trenton,Northeast,API,Direct,Low,Rejected,Level 4,2019-12-09,Northeast,1
P001357,Summit Payments 1357,Financial Institution,Logistics,Mid-Market,Active,US,NV,Las Vegas,West,SDK,Alliance,Low,Approved,Level 3,2024-03-13,West,1
P001358,Keystone Connect 1358,ISV,SaaS,SMB,Active,US,NY,Albany,Northeast,SDK,Direct,Low,Approved,Level 3,2023-07-01,Northeast,1
P001359,Clearwater Checkout 1359,Financial Institution,Logistics,Enterprise,Terminated,US,TX,Plano,South,Hosted Checkout,Direct,Medium,Approved,Level 4,2022-05-18,South,1
P001360,Silverline Financial 1360,ISV,Travel,Enterprise,Active,US,GA,Savannah,South,SDK,Partner-sourced,High,Rejected,Level 4,2018-06-26,South,1
P001361,Granite Processing 1361,ISV,Education,Mid-Market,Active,US,UT,Ogden,West,Batch File,Direct,Low,Approved,Level 4,2017-05-04,West,1
P001362,BluePeak Checkout 1362,ISV,Healthcare,Enterprise,Active,US,CA,Sacramento,West,API,Direct,High,Pending Review,Level 2,2018-04-25,West,1
P001363,Granite Billing 1363,Technology Platform,SaaS,SMB,Suspended,US,NC,Charlotte,South,Batch File,Referral,Low,Approved,Level 2,2024-08-03,South,1
P001364,Granite Financial 1364,ISO/Reseller,Hospitality,SMB,Active,US,NC,Charlotte,South,SFTP,Referral,Low,Approved,Level 3,2020-07-31,South,1
P001365,Clearwater Gateway 1365,ISO/Reseller,Government,Enterprise,Active,US,CO,Denver,West,Batch File,Direct,Low,Approved,Level 4,2020-07-13,West,1
P001366,Silverline Payments 1366,ISV,SaaS,SMB,Terminated,US,CA,Sacramento,West,SDK,Alliance,Low,Approved,Level 2,2021-02-24,West,1
P001367,Evergreen Platform 1367,Bank Sponsor,SaaS,Mid-Market,Active,US,CO,Colorado Springs,West,Hosted Checkout,Direct,Low,Approved,Level 1,2020-01-06,West,1
P001368,Riverbend Payments 1368,Merchant Acquirer,Professional Services,Enterprise,Suspended,US,UT,Ogden,West,Direct Processor,Referral,Medium,Approved,Level 1,2022-01-05,West,1
P001369,Granite Billing 1369,Financial Institution,Logistics,SMB,Active,US,CA,Sacramento,West,Hosted Checkout,Direct,Medium,Approved,Level 3,2019-03-09,West,1
P001370,NorthStar Solutions 1370,ISO/Reseller,Professional Services,Enterprise,Active,US,TX,Houston,South,Hosted Checkout,Referral,Low,Approved,Level 3,2019-08-17,South,1
P001371,Skyline Payments 1371,Gateway,Fintech,Mid-Market,Active,US,MI,Ann Arbor,Midwest,Batch File,Alliance,High,Approved,Level 2,2021-02-28,Midwest,1
P001372,Cedar PayTech 1372,Merchant Acquirer,Retail,Mid-Market,Active,US,CA,San Jose,West,API,Alliance,Low,Approved,Level 3,2021-11-03,West,1
P001373,Cedar Solutions 1373,Merchant Acquirer,Utilities,Mid-Market,Active,US,NJ,Princeton,Northeast,API,Alliance,Low,Pending Review,Level 4,2017-01-24,Northeast,1
P001374,Sunrise Processing 1374,Merchant Acquirer,Retail,SMB,Active,US,FL,Fort Lauderdale,South,Direct Processor,Direct,Low,Approved,Level 1,2022-02-15,South,1
P001375,Clearwater Financial 1375,ISO/Reseller,Nonprofit,SMB,Active,US,TX,Dallas,South,Batch File,Referral,Low,Approved,Level 3,2018-01-12,South,1
P001376,RedRock PayWorks 1376,Merchant Acquirer,Healthcare,SMB,Active,US,NJ,Jersey City,Northeast,Hosted Checkout,Direct,High,Approved,Level 4,2025-03-15,Northeast,1
P001377,Clearwater Payments 1377,Financial Institution,Professional Services,SMB,Active,US,FL,Miami,South,SDK,Direct,Low,Pending Review,Level 4,2023-06-26,South,1
P001378,Oakstone Platform 1378,ISO/Reseller,Retail,Mid-Market,Active,US,IL,Springfield,Midwest,API,Partner-sourced,High,Approved,Level 2,2020-02-01,Midwest,1
P001379,RedRock Payments 1379,Financial Institution,Travel,Enterprise,Suspended,US,NY,Buffalo,Northeast,Batch File,Direct,High,Approved,Level 3,2017-08-28,Northeast,1
P001380,Skyline Payments 1380,Technology Platform,Travel,Mid-Market,Active,US,GA,Savannah,South,Hosted Checkout,Direct,Low,Rejected,Level 3,2022-05-27,South,1
P001381,Sunrise Billing 1381,Marketplace,Government,SMB,Active,US,CA,Sacramento,West,API,Partner-sourced,Low,Approved,Level 3,2018-03-24,West,1
P001382,Brightpath PayTech 1382,ISV,Retail,Enterprise,Pilot,US,NY,Albany,Northeast,API,Direct,Medium,Approved,Level 2,2019-03-29,Northeast,1
P001383,Copper Connect 1383,ISO/Reseller,SaaS,SMB,Pilot,US,MI,Grand Rapids,Midwest,Batch File,Referral,Low,Pending Review,Level 2,2020-07-03,Midwest,1
P001384,Skyline PayTech 1384,ISV,SaaS,Enterprise,Active,US,TX,Houston,South,SDK,Direct,Low,Approved,Level 4,2023-09-04,South,1
P001385,Riverbend Billing 1385,Merchant Acquirer,Gaming,Strategic,Active,US,WA,Seattle,West,Hosted Checkout,Direct,High,Approved,Level 4,2023-01-15,West,1
P001386,Riverbend Gateway 1386,Technology Platform,Professional Services,SMB,Active,US,TX,Austin,South,API,Direct,Medium,Approved,Level 2,2025-03-03,South,1
P001387,Ironwood Processing 1387,Merchant Acquirer,Logistics,Mid-Market,Dormant,US,OH,Cleveland,Midwest,Hosted Checkout,Referral,Low,Pending Review,Level 1,2019-03-05,Midwest,1
P001388,Riverbend Platform 1388,Gateway,Utilities,Mid-Market,Active,US,CA,San Jose,West,API,Referral,Low,Expired,Level 2,2018-07-19,West,1
P001389,Skyline Platform 1389,Merchant Acquirer,Education,SMB,Active,US,MI,Detroit,Midwest,Hosted Checkout,Direct,Low,Approved,Level 1,2018-10-16,Midwest,1
P001390,NorthStar Merchant Services 1390,ISO/Reseller,Fintech,SMB,Active,US,FL,Miami,South,SFTP,Direct,Medium,Approved,Level 2,2023-09-24,South,1
P001391,Riverbend PayWorks 1391,Bank Sponsor,Education,Mid-Market,Active,US,TX,Austin,South,API,Alliance,Low,Approved,Level 1,2021-12-29,South,1
P001392,Cedar Merchant Services 1392,Technology Platform,Retail,Mid-Market,Pilot,US,CA,San Diego,West,SFTP,Partner-sourced,Low,Approved,Level 4,2018-12-27,West,1
P001393,BluePeak Commerce 1393,ISV,Logistics,Enterprise,Dormant,US,CA,San Diego,West,SDK,Direct,Medium,Approved,Level 1,2020-08-01,West,1
P001394,Oakstone Payments 1394,Gateway,Professional Services,Enterprise,Active,US,IL,Naperville,Midwest,SDK,Direct,Medium,Approved,Level 4,2021-11-30,Midwest,1
P001395,Skyline Merchant Services 1395,Technology Platform,Education,SMB,Active,US,TX,San Antonio,South,SDK,Partner-sourced,Low,Approved,Level 3,2017-04-25,South,1
P001396,Brightpath Commerce 1396,Technology Platform,Utilities,SMB,Active,US,MA,Boston,Northeast,API,Direct,Medium,Approved,Level 1,2017-01-13,Northeast,1
P001397,Keystone Commerce 1397,Gateway,Nonprofit,Mid-Market,Active,US,NY,New York,Northeast,Hosted Checkout,Partner-sourced,Medium,Approved,Level 2,2019-06-26,Northeast,1
P001398,Oakstone PayTech 1398,ISO/Reseller,Healthcare,Mid-Market,Suspended,US,TX,Plano,South,SFTP,Direct,Low,Approved,Level 1,2017-07-07,South,1
P001399,Granite Payments 1399,Merchant Acquirer,Fintech,Strategic,Active,US,NC,Charlotte,South,Direct Processor,Referral,Low,Approved,Level 3,2017-10-29,South,1
P001400,Harbor Merchant Services 1400,ISV,Hospitality,Enterprise,Active,US,CO,Aurora,West,SDK,Referral,High,Approved,Level 2,2019-03-05,West,1
P001401,Silverline Market 1401,Marketplace,Utilities,Enterprise,Active,US,CA,Sacramento,West,SDK,Direct,Low,Approved,Level 1,2020-09-05,West,1
P001402,Summit Processing 1402,Financial Institution,Retail,SMB,Suspended,US,CA,San Jose,West,API,Direct,Low,Approved,Level 3,2023-01-10,West,1
P001403,NorthStar PayWorks 1403,Marketplace,Fintech,Enterprise,Active,US,AZ,Tucson,West,API,Referral,Low,Approved,Level 3,2017-05-11,West,1
P001404,RedRock Gateway 1404,Financial Institution,Retail,SMB,Active,US,CO,Aurora,West,Hosted Checkout,Direct,Medium,Expired,Level 4,2017-02-27,West,1
P001405,Sunrise Market 1405,Merchant Acquirer,Education,Enterprise,Suspended,US,WA,Seattle,West,API,Alliance,Medium,Approved,Level 3,2025-06-17,West,1
P001406,Silverline Platform 1406,Merchant Acquirer,Logistics,Enterprise,Active,US,FL,Fort Lauderdale,South,Hosted Checkout,Direct,Low,Approved,Level 4,2017-07-10,South,1
P001407,Cedar Financial 1407,Marketplace,Logistics,Enterprise,Active,US,MA,Springfield,Northeast,Hosted Checkout,Partner-sourced,Medium,Approved,Level 4,2022-03-08,Northeast,1
P001408,Ironwood PayWorks 1408,Technology Platform,Education,SMB,Active,US,PA,Pittsburgh,Northeast,API,Direct,Low,Approved,Level 3,2018-11-21,Northeast,1
P001409,Summit Platform 1409,Technology Platform,Logistics,Mid-Market,Active,US,GA,Savannah,South,API,Alliance,Low,Approved,Level 3,2018-03-12,South,1
P001410,Maple PayTech 1410,ISO/Reseller,Professional Services,Mid-Market,Active,US,NJ,Jersey City,Northeast,Hosted Checkout,Alliance,Medium,Pending Review,Level 2,2024-11-23,Northeast,1
P001411,Harbor Commerce 1411,Technology Platform,Retail,Strategic,Active,US,CA,Sacramento,West,Batch File,Partner-sourced,Low,Approved,Level 3,2023-02-21,West,1
P001412,BluePeak Merchant Services 1412,ISO/Reseller,SaaS,Enterprise,Dormant,US,CA,San Diego,West,API,Partner-sourced,Medium,Approved,Level 1,2018-01-29,West,1
P001413,Clearwater Payments 1413,Technology Platform,Retail,Mid-Market,Active,US,TX,San Antonio,South,API,Direct,Medium,Approved,Level 2,2019-10-30,South,1
P001414,Skyline Connect 1414,Marketplace,Gaming,Strategic,Active,US,AZ,Mesa,West,Direct Processor,Alliance,High,Pending Review,Level 3,2023-10-04,West,1
P001415,Clearwater Gateway 1415,Marketplace,Gaming,SMB,Active,US,IL,Naperville,Midwest,SFTP,Direct,High,Rejected,Level 2,2018-06-22,Midwest,1
P001416,Clearwater Solutions 1416,Financial Institution,Retail,Enterprise,Active,US,TN,Memphis,South,SDK,Direct,Low,Approved,Level 4,2018-01-19,South,1
P001417,Sunrise Processing 1417,ISV,Healthcare,Mid-Market,Active,US,AZ,Scottsdale,West,SDK,Direct,Medium,Approved,Level 3,2020-12-28,West,1
P001418,Cedar Processing 1418,ISO/Reseller,Retail,SMB,Active,US,CA,Sacramento,West,Hosted Checkout,Direct,Low,Approved,Level 3,2020-05-07,West,1
P001419,Granite Checkout 1419,ISO/Reseller,Utilities,SMB,Active,US,FL,Orlando,South,Direct Processor,Direct,High,Approved,Level 2,2020-02-05,South,1
P001420,Skyline Checkout 1420,Technology Platform,Retail,Enterprise,Active,US,TN,Nashville,South,API,Alliance,High,Approved,Level 4,2021-09-07,South,1
P001421,Evergreen Market 1421,Bank Sponsor,Logistics,SMB,Active,US,TX,San Antonio,South,Batch File,Direct,Low,Approved,Level 3,2021-01-21,South,1
P001422,Brightpath Platform 1422,ISV,Retail,Strategic,Active,US,FL,Tampa,South,SDK,Direct,Low,Approved,Level 3,2020-11-09,South,1
P001423,RedRock Gateway 1423,Technology Platform,Healthcare,Enterprise,Pilot,US,AZ,Scottsdale,West,Direct Processor,Alliance,Low,Approved,Level 4,2021-08-11,West,1
P001424,BluePeak Solutions 1424,Gateway,Fintech,SMB,Active,US,CA,San Jose,West,Hosted Checkout,Referral,Medium,Approved,Level 4,2025-03-30,West,1
P001425,Cedar Merchant Services 1425,ISO/Reseller,Gaming,Strategic,Active,US,MN,Duluth,Midwest,SDK,Referral,Low,Approved,Level 2,2023-09-27,Midwest,1
P001426,Silverline Market 1426,ISV,Professional Services,SMB,Terminated,US,MI,Detroit,Midwest,Direct Processor,Direct,Low,Expired,Level 3,2024-06-23,Midwest,1
P001427,Copper Processing 1427,ISV,Utilities,Strategic,Active,US,AZ,Tucson,West,API,Direct,Low,Approved,Level 4,2021-07-20,West,1
P001428,Sunrise Platform 1428,Merchant Acquirer,Education,Enterprise,Active,US,VA,Arlington,South,API,Alliance,High,Approved,Level 3,2023-08-01,South,1
P001429,Brightpath Processing 1429,Marketplace,Utilities,Enterprise,Dormant,US,NC,Durham,South,Hosted Checkout,Direct,Low,Approved,Level 4,2020-01-15,South,1
P001430,Granite PayWorks 1430,Bank Sponsor,Retail,SMB,Active,US,NJ,Trenton,Northeast,Hosted Checkout,Referral,Low,Approved,Level 4,2017-02-02,Northeast,1
P001431,Skyline Connect 1431,Gateway,Professional Services,SMB,Active,US,FL,Fort Lauderdale,South,API,Direct,Low,Approved,Level 4,2021-04-11,South,1
P001432,Summit Financial 1432,Technology Platform,Logistics,SMB,Active,US,IL,Naperville,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 4,2019-01-14,Midwest,1
P001433,Summit Financial 1433,Technology Platform,SaaS,SMB,Active,US,FL,Tampa,South,API,Alliance,Low,Approved,Level 1,2020-07-21,South,1
P001434,NorthStar Solutions 1434,Merchant Acquirer,Nonprofit,Mid-Market,Suspended,US,WA,Seattle,West,Direct Processor,Alliance,Low,Approved,Level 1,2024-03-29,West,1
P001435,Granite Financial 1435,Financial Institution,Logistics,SMB,Active,US,CA,Sacramento,West,API,Direct,Low,Approved,Level 2,2020-07-27,West,1
P001436,Maple Payments 1436,Marketplace,Healthcare,Enterprise,Active,US,AZ,Mesa,West,SFTP,Referral,Low,Approved,Level 3,2018-04-06,West,1
P001437,Clearwater Gateway 1437,Gateway,Utilities,Mid-Market,Active,US,TX,Dallas,South,SFTP,Referral,Medium,Approved,Level 1,2021-12-27,South,1
P001438,BluePeak Billing 1438,Merchant Acquirer,Professional Services,SMB,Suspended,US,CO,Aurora,West,Batch File,Alliance,Low,Approved,Level 4,2024-01-22,West,1
P001439,NorthStar PayTech 1439,Gateway,Retail,Strategic,Active,US,CA,San Francisco,West,API,Alliance,Low,Approved,Level 1,2022-06-05,West,1
P001440,Brightpath PayWorks 1440,Technology Platform,Healthcare,Mid-Market,Active,US,WA,Bellevue,West,API,Alliance,Medium,Approved,Level 1,2018-05-21,West,1
P001441,Keystone Market 1441,ISO/Reseller,SaaS,SMB,Active,US,MI,Grand Rapids,Midwest,API,Alliance,High,Expired,Level 3,2020-12-08,Midwest,1
P001442,Skyline Connect 1442,ISV,Gaming,Mid-Market,Pilot,US,CA,San Francisco,West,API,Alliance,Low,Approved,Level 4,2020-12-13,West,1
P001443,Copper Connect 1443,Gateway,Healthcare,SMB,Active,US,WA,Bellevue,West,Batch File,Direct,Medium,Approved,Level 2,2023-10-27,West,1
P001444,Cedar Solutions 1444,Marketplace,Hospitality,Enterprise,Active,US,FL,Jacksonville,South,Hosted Checkout,Partner-sourced,Low,Approved,Level 2,2020-12-04,South,1
P001445,Copper Billing 1445,Gateway,Fintech,Mid-Market,Active,US,NJ,Newark,Northeast,Direct Processor,Alliance,Low,Approved,Level 1,2018-10-11,Northeast,1
P001446,Granite Merchant Services 1446,Technology Platform,Fintech,SMB,Dormant,US,CA,Los Angeles,West,API,Referral,Low,Approved,Level 1,2023-04-14,West,1
P001447,RedRock Billing 1447,Bank Sponsor,Fintech,Enterprise,Active,US,WA,Seattle,West,Hosted Checkout,Referral,Medium,Expired,Level 2,2021-07-07,West,1
P001448,Copper Payments 1448,Technology Platform,Healthcare,Strategic,Active,US,MA,Worcester,Northeast,SDK,Direct,Low,Approved,Level 3,2024-02-13,Northeast,1
P001449,Silverline PayTech 1449,Bank Sponsor,Professional Services,Strategic,Active,US,VA,Arlington,South,Batch File,Partner-sourced,Medium,Approved,Level 2,2025-03-27,South,1
P001450,Maple Checkout 1450,ISV,Logistics,Strategic,Active,US,WA,Tacoma,West,SDK,Direct,Low,Approved,Level 3,2019-09-30,West,1
P001451,Granite Financial 1451,Technology Platform,Nonprofit,Enterprise,Active,US,FL,Fort Lauderdale,South,API,Alliance,Low,Approved,Level 2,2018-05-15,South,1
P001452,Evergreen Gateway 1452,Gateway,Retail,Enterprise,Active,US,NC,Charlotte,South,API,Alliance,Low,Approved,Level 2,2023-05-28,South,1
P001453,Silverline Merchant Services 1453,Merchant Acquirer,Professional Services,SMB,Active,US,NJ,Princeton,Northeast,API,Direct,Low,Approved,Level 1,2024-05-26,Northeast,1
P001454,Evergreen Connect 1454,Technology Platform,Fintech,Enterprise,Active,US,GA,Augusta,South,API,Referral,Low,Approved,Level 2,2019-05-17,South,1
P001455,Silverline Merchant Services 1455,Merchant Acquirer,Healthcare,Mid-Market,Active,US,AZ,Scottsdale,West,Hosted Checkout,Direct,Low,Approved,Level 4,2017-03-03,West,1
P001456,Keystone Platform 1456,Technology Platform,Gaming,SMB,Active,US,TN,Memphis,South,API,Referral,Medium,Expired,Level 3,2022-03-11,South,1
P001457,Silverline PayTech 1457,Technology Platform,Utilities,Mid-Market,Suspended,US,WA,Tacoma,West,SDK,Alliance,Low,Approved,Level 3,2021-11-29,West,1
P001458,Prairie Checkout 1458,ISO/Reseller,Professional Services,Mid-Market,Active,US,WA,Seattle,West,Hosted Checkout,Partner-sourced,Low,Approved,Level 4,2024-02-24,West,1
P001459,Harbor Payments 1459,Gateway,SaaS,SMB,Active,US,TX,Plano,South,API,Alliance,Low,Approved,Level 3,2022-10-01,South,1
P001460,Evergreen Financial 1460,ISV,Retail,SMB,Pilot,US,WA,Spokane,West,API,Referral,Low,Approved,Level 2,2020-03-04,West,1
P001461,Ironwood Processing 1461,ISO/Reseller,Gaming,SMB,Active,US,NY,Albany,Northeast,API,Direct,Medium,Approved,Level 2,2021-07-01,Northeast,1
P001462,BluePeak Financial 1462,Gateway,Logistics,SMB,Active,US,WA,Tacoma,West,SFTP,Direct,Medium,Approved,Level 2,2020-09-16,West,1
P001463,Sunrise Processing 1463,ISV,Healthcare,SMB,Active,US,CA,San Jose,West,API,Direct,Medium,Approved,Level 3,2017-11-20,West,1
P001464,Skyline Commerce 1464,Technology Platform,SaaS,SMB,Active,US,WA,Spokane,West,API,Referral,Low,Approved,Level 2,2018-10-24,West,1
P001465,Brightpath Billing 1465,ISV,Travel,Strategic,Suspended,US,MN,Duluth,Midwest,Hosted Checkout,Referral,High,Approved,Level 2,2020-10-05,Midwest,1
P001466,Prairie Financial 1466,Merchant Acquirer,Education,SMB,Suspended,US,AZ,Mesa,West,Direct Processor,Direct,Low,Approved,Level 1,2024-12-14,West,1
P001467,RedRock Financial 1467,ISO/Reseller,Nonprofit,Strategic,Active,US,MI,Grand Rapids,Midwest,SFTP,Referral,Medium,Approved,Level 2,2023-06-27,Midwest,1
P001468,BluePeak Connect 1468,Gateway,Travel,Mid-Market,Active,US,NY,Albany,Northeast,API,Referral,High,Approved,Level 1,2020-09-06,Northeast,1
P001469,RedRock Commerce 1469,Marketplace,Healthcare,Mid-Market,Suspended,US,NJ,Trenton,Northeast,Batch File,Direct,Medium,Approved,Level 4,2019-10-18,Northeast,1
P001470,Harbor Financial 1470,Technology Platform,SaaS,SMB,Active,US,PA,Allentown,Northeast,Hosted Checkout,Alliance,Low,Approved,Level 2,2024-01-26,Northeast,1
P001471,Ironwood Checkout 1471,ISO/Reseller,SaaS,Enterprise,Active,US,GA,Augusta,South,API,Direct,Low,Approved,Level 1,2020-05-31,South,1
P001472,Sunrise Market 1472,ISO/Reseller,Hospitality,SMB,Active,US,OH,Cleveland,Midwest,API,Alliance,Medium,Approved,Level 3,2021-05-31,Midwest,1
P001473,Brightpath Connect 1473,ISV,SaaS,Mid-Market,Active,US,NJ,Trenton,Northeast,SDK,Partner-sourced,Medium,Expired,Level 2,2019-06-14,Northeast,1
P001474,Granite Market 1474,ISO/Reseller,Healthcare,Mid-Market,Active,US,NY,Albany,Northeast,Direct Processor,Alliance,Low,Approved,Level 2,2017-07-16,Northeast,1
P001475,RedRock Platform 1475,ISV,Nonprofit,Strategic,Active,US,TX,Dallas,South,API,Alliance,Medium,Approved,Level 1,2019-05-02,South,1
P001476,Granite Checkout 1476,Marketplace,Gaming,Mid-Market,Active,US,WA,Bellevue,West,SDK,Direct,High,Approved,Level 3,2017-04-25,West,1
P001477,Cedar Merchant Services 1477,Marketplace,Logistics,Mid-Market,Dormant,US,PA,Harrisburg,Northeast,API,Partner-sourced,Low,Approved,Level 2,2024-06-07,Northeast,1
P001478,Skyline Payments 1478,Technology Platform,Travel,Strategic,Active,US,OH,Cincinnati,Midwest,SDK,Direct,Medium,Pending Review,Level 3,2018-11-01,Midwest,1
P001479,Harbor PayTech 1479,Merchant Acquirer,Professional Services,Mid-Market,Dormant,US,PA,Harrisburg,Northeast,API,Partner-sourced,Low,Pending Review,Level 3,2022-11-02,Northeast,1
P001480,Harbor Financial 1480,Technology Platform,Retail,SMB,Active,US,NY,Buffalo,Northeast,API,Referral,Low,Approved,Level 1,2021-07-31,Northeast,1
P001481,Maple Connect 1481,Marketplace,Nonprofit,Mid-Market,Pilot,US,MA,Boston,Northeast,API,Direct,High,Approved,Level 4,2023-11-04,Northeast,1
P001482,Prairie PayWorks 1482,Gateway,Retail,SMB,Dormant,US,CA,San Diego,West,API,Referral,Low,Approved,Level 2,2023-07-11,West,1
P001483,Brightpath Billing 1483,ISV,Retail,SMB,Active,US,IL,Peoria,Midwest,API,Alliance,High,Pending Review,Level 4,2025-04-25,Midwest,1
P001484,Ironwood Checkout 1484,Technology Platform,Gaming,Strategic,Active,US,AZ,Phoenix,West,API,Alliance,High,Approved,Level 3,2019-11-27,West,1
P001485,Keystone Checkout 1485,Financial Institution,Education,Mid-Market,Active,US,TX,Austin,South,Batch File,Partner-sourced,Low,Approved,Level 1,2019-01-20,South,1
P001486,Copper Checkout 1486,ISO/Reseller,Healthcare,Enterprise,Active,US,NY,Albany,Northeast,API,Direct,Low,Approved,Level 2,2017-09-20,Northeast,1
P001487,Copper PayWorks 1487,Financial Institution,SaaS,Mid-Market,Active,US,NY,New York,Northeast,API,Direct,Low,Approved,Level 2,2025-04-17,Northeast,1
P001488,BluePeak Commerce 1488,ISO/Reseller,Education,Enterprise,Active,US,WA,Bellevue,West,API,Referral,Low,Approved,Level 3,2022-12-15,West,1
P001489,Cedar Processing 1489,Marketplace,Utilities,Mid-Market,Active,US,NY,Buffalo,Northeast,Direct Processor,Alliance,Medium,Approved,Level 2,2017-07-22,Northeast,1
P001490,Skyline PayTech 1490,Financial Institution,Utilities,Mid-Market,Active,US,FL,Miami,South,API,Direct,Low,Approved,Level 4,2023-09-17,South,1
P001491,Sunrise PayTech 1491,ISO/Reseller,Healthcare,SMB,Active,US,TX,Austin,South,API,Direct,Low,Approved,Level 4,2018-11-01,South,1
P001492,Harbor Gateway 1492,Technology Platform,Professional Services,SMB,Active,US,NY,Buffalo,Northeast,SDK,Alliance,Low,Approved,Level 3,2025-04-20,Northeast,1
P001493,Keystone Connect 1493,ISV,Travel,SMB,Active,US,TX,Dallas,South,API,Direct,High,Expired,Level 2,2020-09-16,South,1
P001494,Sunrise Processing 1494,Technology Platform,Professional Services,Mid-Market,Active,US,CA,San Diego,West,API,Referral,Medium,Approved,Level 4,2019-11-21,West,1
P001495,Sunrise Processing 1495,Merchant Acquirer,SaaS,SMB,Active,US,GA,Alpharetta,South,API,Direct,Medium,Approved,Level 1,2022-04-27,South,1
P001496,NorthStar Merchant Services 1496,ISO/Reseller,Retail,SMB,Active,US,WA,Spokane,West,Batch File,Referral,Low,Approved,Level 4,2021-02-19,West,1
P001497,Brightpath Market 1497,ISO/Reseller,Retail,SMB,Active,US,NC,Raleigh,South,API,Alliance,Medium,Expired,Level 3,2020-07-17,South,1
P001498,Silverline Payments 1498,ISV,Travel,Mid-Market,Active,US,FL,Jacksonville,South,API,Direct,High,Approved,Level 2,2021-11-03,South,1
P001499,Granite Billing 1499,ISO/Reseller,Retail,Mid-Market,Active,US,NY,Albany,Northeast,API,Direct,Low,Approved,Level 3,2017-06-15,Northeast,1
P001500,Cedar Market 1500,Marketplace,Healthcare,Enterprise,Active,US,NJ,Jersey City,Northeast,SDK,Direct,Low,Pending Review,Level 3,2025-05-27,Northeast,1
