assignment_id,partner_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,pricing_tier,contract_status
A000393,P000393,STRATEGIC,PLATFORM_ISV,2025-03-04,,2027-03-04,26.3,0.0242,0.0,1,Waived monthly minimum,Pending,Pricing Governance,STRATEGIC,Active
A000394,P000394,SCALE,SCALE,2019-09-09,,2021-09-08,36.33,0.0414,1999.0,0,,Not Required,,SCALE,Review Overdue
A000395,P000395,SCALE,SCALE,2022-11-12,,2024-11-11,44.85,0.0444,1999.0,0,,Not Required,,SCALE,Review Overdue
A000396,P000396,SCALE,SCALE,2024-05-30,,2026-05-30,45.11,0.039,1999.0,0,,Not Required,,SCALE,Review Overdue
A000397,P000397,PLATFORM_ISV,PLATFORM_ISV,2024-10-21,,2026-10-21,52.35,0.0536,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000398,P000398,PLATFORM_ISV,PLATFORM_ISV,2021-06-18,,2023-06-18,50.83,0.0462,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000399,P000399,GROWTH,GROWTH,2022-03-03,,2024-03-02,72.99,0.0653,499.0,0,,Not Required,,GROWTH,Review Overdue
A000400,P000400,SCALE,SCALE,2023-03-30,,2025-03-29,45.24,0.0386,1999.0,0,,Not Required,,SCALE,Review Overdue
A000401,P000401,GROWTH,GROWTH,2024-01-29,,2026-01-28,71.08,0.0593,499.0,0,,Not Required,,GROWTH,Review Overdue
A000402,P000402,GROWTH,GROWTH,2023-08-07,,2025-08-06,65.64,0.0639,499.0,0,,Not Required,,GROWTH,Review Overdue
A000403,P000403,LAUNCH,LAUNCH,2025-03-25,,2027-03-25,88.94,0.081,99.0,0,,Not Required,,LAUNCH,Active
A000404,P000404,SCALE,SCALE,2019-04-16,,2021-04-15,52.27,0.0354,1999.0,0,,Not Required,,SCALE,Review Overdue
A000405,P000405,GROWTH,GROWTH,2024-12-31,,2026-12-31,65.43,0.06,499.0,0,,Not Required,,GROWTH,Active
A000406,P000406,GROWTH,GROWTH,2023-08-17,,2025-08-16,66.88,0.0583,499.0,0,,Not Required,,GROWTH,Review Overdue
A000407,P000407,PLATFORM_ISV,PLATFORM_ISV,2025-02-19,,2027-02-19,57.44,0.0478,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000408,P000408,GROWTH,GROWTH,2024-12-08,,2026-12-08,68.32,0.0542,499.0,0,,Not Required,,GROWTH,Active
A000409,P000409,LEGACY_STANDARD,GROWTH,2022-01-16,,2023-01-16,72.27,0.0616,0.0,1,Waived monthly minimum,Pending,Pricing Governance,LEGACY_STANDARD,Review Overdue
A000410,P000410,GROWTH,GROWTH,2024-06-02,,2026-06-02,68.05,0.0588,499.0,0,,Not Required,,GROWTH,Review Overdue
A000411,P000411,LAUNCH,LAUNCH,2024-01-12,,2026-01-11,94.49,0.077,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000412,P000412,LEGACY_ENTERPRISE,PLATFORM_ISV,2018-01-28,,2020-01-28,25.82,0.0307,0.0,1,Volume threshold waiver,Pending,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A000413,P000413,LEGACY_ENTERPRISE,PLATFORM_ISV,2022-05-04,,2023-05-04,18.96,0.0304,0.0,1,Volume threshold waiver,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A000414,P000414,GROWTH,GROWTH,2022-07-25,,2024-07-24,73.35,0.0634,499.0,0,,Not Required,,GROWTH,Review Overdue
A000415,P000415,HIGH_RISK,HIGH_RISK,2024-09-14,,2026-09-14,112.7,0.104,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000416,P000416,GROWTH,GROWTH,2022-10-09,,2024-10-08,81.0,0.0596,499.0,0,,Not Required,,GROWTH,Review Overdue
A000417,P000417,LAUNCH,LAUNCH,2023-04-13,,2025-04-12,84.43,0.0768,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000418,P000418,PLATFORM_ISV,PLATFORM_ISV,2025-08-04,,2027-08-04,51.45,0.0559,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000419,P000419,PLATFORM_ISV,HIGH_RISK,2024-06-10,,2024-12-07,63.6,0.0487,999.0,1,High-risk waiver,Rejected,Risk Review,PLATFORM_ISV,Review Overdue
A000420,P000420,GROWTH,PLATFORM_ISV,2023-08-17,,2024-02-13,56.82,0.0657,499.0,1,Volume threshold waiver,Approved,Pricing Governance,GROWTH,Review Overdue
A000421,P000421,LAUNCH,LAUNCH,2025-02-18,,2027-02-18,93.23,0.0834,99.0,0,,Not Required,,LAUNCH,Active
A000422,P000422,GROWTH,GROWTH,2024-04-07,,2026-04-07,44.05,0.0599,499.0,1,Legacy plan extension,Approved,Risk Review,GROWTH,Review Overdue
A000423,P000423,PLATFORM_ISV,PLATFORM_ISV,2025-08-29,,2027-08-29,55.28,0.0483,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000424,P000424,STRATEGIC,STRATEGIC,2021-08-17,,2023-08-17,22.8,0.0352,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000425,P000425,PLATFORM_ISV,PLATFORM_ISV,2024-02-22,,2026-02-21,58.05,0.0401,999.0,1,High-risk waiver,Rejected,Risk Review,PLATFORM_ISV,Review Overdue
A000426,P000426,GROWTH,GROWTH,2025-06-11,,2027-06-11,61.9,0.0592,499.0,0,,Not Required,,GROWTH,Active
A000427,P000427,PLATFORM_ISV,PLATFORM_ISV,2019-07-08,,2021-07-07,53.73,0.0411,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000428,P000428,LEGACY_ENTERPRISE,GROWTH,2022-09-24,,2023-03-23,12.9,0.0362,0.0,1,Legacy plan extension,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A000429,P000429,GROWTH,GROWTH,2024-11-07,,2026-11-07,64.8,0.0576,499.0,0,,Not Required,,GROWTH,Active
A000430,P000430,STRATEGIC,STRATEGIC,2024-11-08,,2026-11-08,22.04,0.0214,4999.0,0,,Not Required,,STRATEGIC,Active
A000431,P000431,GROWTH,GROWTH,2021-10-03,,2023-10-03,63.24,0.0607,499.0,0,,Not Required,,GROWTH,Review Overdue
A000432,P000432,LAUNCH,LAUNCH,2024-02-13,,2026-02-12,86.49,0.0817,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000433,P000433,HIGH_RISK,HIGH_RISK,2024-07-25,,2026-07-25,117.64,0.1049,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000434,P000434,GROWTH,GROWTH,2024-01-05,,2026-01-04,76.91,0.0647,499.0,0,,Not Required,,GROWTH,Review Overdue
A000435,P000435,SCALE,SCALE,2024-07-03,,2026-07-03,52.01,0.0419,1999.0,0,,Not Required,,SCALE,Review Due Soon
A000436,P000436,LAUNCH,LAUNCH,2024-08-19,,2026-08-19,91.51,0.0819,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000437,P000437,GROWTH,GROWTH,2018-05-30,,2020-05-29,73.05,0.0626,499.0,0,,Not Required,,GROWTH,Review Overdue
A000438,P000438,GROWTH,GROWTH,2023-05-14,,2025-05-13,73.11,0.0563,499.0,0,,Not Required,,GROWTH,Review Overdue
A000439,P000439,HIGH_RISK,HIGH_RISK,2024-08-12,,2026-08-12,105.21,0.0987,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000440,P000440,HIGH_RISK,HIGH_RISK,2024-02-16,,2026-02-15,113.12,0.0924,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000441,P000441,PLATFORM_ISV,PLATFORM_ISV,2024-01-25,,2026-01-24,53.61,0.0511,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000442,P000442,LAUNCH,LAUNCH,2024-05-07,,2026-05-07,91.0,0.075,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000443,P000443,HIGH_RISK,HIGH_RISK,2024-06-01,,2026-06-01,114.2,0.1024,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000444,P000444,LEGACY_ENTERPRISE,SCALE,2018-06-23,,2019-06-23,28.22,0.0242,0.0,1,Waived monthly minimum,Approved,,LEGACY_ENTERPRISE,Review Overdue
A000445,P000445,PLATFORM_ISV,PLATFORM_ISV,2023-02-24,,2025-02-23,56.64,0.0454,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000446,P000446,HIGH_RISK,HIGH_RISK,2024-04-29,,2025-04-29,112.37,0.0874,0.0,1,Waived monthly minimum,Approved,Risk Review,HIGH_RISK,Review Overdue
A000447,P000447,GROWTH,GROWTH,2024-05-08,,2026-05-08,71.88,0.0607,499.0,0,,Not Required,,GROWTH,Review Overdue
A000448,P000448,HIGH_RISK,HIGH_RISK,2020-01-10,,2022-01-09,105.82,0.0971,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000449,P000449,GROWTH,GROWTH,2020-08-25,,2022-08-25,66.76,0.0583,499.0,0,,Not Required,,GROWTH,Review Overdue
A000450,P000450,STRATEGIC,STRATEGIC,2024-04-12,,2026-04-12,33.39,0.026,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000451,P000451,STRATEGIC,STRATEGIC,2025-08-07,,2027-08-07,22.2,0.0329,4999.0,0,,Not Required,,STRATEGIC,Active
A000452,P000452,LAUNCH,LAUNCH,2024-04-19,,2026-04-19,91.62,0.0844,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000453,P000453,LAUNCH,LAUNCH,2025-08-20,,2027-08-20,96.36,0.0801,99.0,0,,Not Required,,LAUNCH,Active
A000454,P000454,LAUNCH,LAUNCH,2023-06-15,,2025-06-14,90.97,0.0813,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000455,P000455,GROWTH,GROWTH,2025-08-21,,2027-08-21,65.88,0.0629,499.0,0,,Not Required,,GROWTH,Active
A000456,P000456,HIGH_RISK,HIGH_RISK,2024-05-18,,2026-05-18,107.71,0.0991,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000457,P000457,LEGACY_ENTERPRISE,LAUNCH,2018-05-27,,2019-05-27,19.64,0.033,0.0,1,Legacy plan extension,Pending,Revenue Management,LEGACY_ENTERPRISE,Review Overdue
A000458,P000458,LEGACY_ENTERPRISE,GROWTH,2022-10-09,,2023-10-09,16.17,0.0208,0.0,1,Discounted bps,Pending,Revenue Management,LEGACY_ENTERPRISE,Review Overdue
A000459,P000459,GROWTH,GROWTH,2025-01-27,,2026-01-27,60.89,0.0599,499.0,1,Discounted bps,Approved,Pricing Governance,GROWTH,Review Overdue
A000460,P000460,SCALE,SCALE,2023-05-17,,2025-05-16,46.83,0.0314,1999.0,0,,Not Required,,SCALE,Review Overdue
A000461,P000461,HIGH_RISK,HIGH_RISK,2023-03-07,,2025-03-06,106.1,0.0999,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000462,P000462,STRATEGIC,STRATEGIC,2023-11-19,,2025-11-18,22.24,0.018,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000463,P000463,STRATEGIC,STRATEGIC,2023-07-27,,2025-07-26,24.19,0.0308,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000464,P000464,PLATFORM_ISV,PLATFORM_ISV,2025-04-07,,2027-04-07,57.91,0.0498,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000465,P000465,SCALE,SCALE,2025-03-21,,2027-03-21,49.52,0.0367,1999.0,0,,Not Required,,SCALE,Active
A000466,P000466,STRATEGIC,STRATEGIC,2023-03-06,,2025-03-05,20.77,0.0183,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000467,P000467,HIGH_RISK,HIGH_RISK,2019-05-27,,2021-05-26,112.11,0.1086,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000468,P000468,LAUNCH,LAUNCH,2023-02-22,,2024-02-22,88.26,0.0791,99.0,1,High-risk waiver,Pending,Revenue Management,LAUNCH,Review Overdue
A000469,P000469,LEGACY_STANDARD,STRATEGIC,2019-02-28,,2020-02-28,49.87,0.0532,0.0,1,Volume threshold waiver,Pending,Pricing Governance,LEGACY_STANDARD,Review Overdue
A000470,P000470,LAUNCH,LAUNCH,2025-01-21,,2027-01-21,103.16,0.0807,99.0,0,,Not Required,,LAUNCH,Active
A000471,P000471,PLATFORM_ISV,PLATFORM_ISV,2022-02-11,,2024-02-11,54.87,0.0475,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000472,P000472,HIGH_RISK,HIGH_RISK,2024-01-24,,2026-01-23,114.96,0.095,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000473,P000473,LAUNCH,LAUNCH,2023-09-28,,2024-09-27,64.11,0.0835,99.0,1,Legacy plan extension,Approved,Revenue Management,LAUNCH,Review Overdue
A000474,P000474,HIGH_RISK,HIGH_RISK,2020-03-10,,2022-03-10,109.03,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000475,P000475,LAUNCH,LAUNCH,2024-07-26,,2026-07-26,90.16,0.0813,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000476,P000476,LAUNCH,LAUNCH,2023-06-28,,2023-12-25,71.98,0.079,99.0,1,Legacy plan extension,Pending,Revenue Management,LAUNCH,Review Overdue
A000477,P000477,LAUNCH,LAUNCH,2020-10-22,,2022-10-22,95.04,0.0814,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000478,P000478,PLATFORM_ISV,PLATFORM_ISV,2023-04-09,,2025-04-08,63.84,0.0495,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000479,P000479,LAUNCH,LAUNCH,2023-12-27,,2025-12-26,91.65,0.0785,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000480,P000480,GROWTH,GROWTH,2024-10-30,,2026-10-30,65.25,0.0627,499.0,0,,Not Required,,GROWTH,Active
A000481,P000481,LAUNCH,LAUNCH,2025-05-30,,2027-05-30,92.37,0.0785,99.0,0,,Not Required,,LAUNCH,Active
A000482,P000482,LAUNCH,LAUNCH,2024-05-24,,2026-05-24,90.52,0.0769,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000483,P000483,STRATEGIC,STRATEGIC,2024-08-03,,2026-08-03,23.74,0.03,4999.0,0,,Not Required,,STRATEGIC,Review Due Soon
A000484,P000484,STRATEGIC,GROWTH,2023-02-22,,2024-02-22,27.04,0.0216,4999.0,1,High-risk waiver,Approved,Revenue Management,STRATEGIC,Review Overdue
A000485,P000485,PLATFORM_ISV,PLATFORM_ISV,2025-02-08,,2027-02-08,53.52,0.0579,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000486,P000486,HIGH_RISK,HIGH_RISK,2024-05-24,,2026-05-24,111.4,0.0972,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000487,P000487,LAUNCH,LAUNCH,2025-07-03,,2027-07-03,82.88,0.0793,99.0,0,,Not Required,,LAUNCH,Active
A000488,P000488,STRATEGIC,STRATEGIC,2024-11-29,,2026-11-29,12.94,0.0281,4999.0,0,,Not Required,,STRATEGIC,Active
A000489,P000489,LAUNCH,LAUNCH,2025-06-22,,2027-06-22,90.29,0.0786,99.0,0,,Not Required,,LAUNCH,Active
A000490,P000490,LAUNCH,LAUNCH,2024-08-28,,2026-08-28,83.23,0.0848,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000491,P000491,HIGH_RISK,HIGH_RISK,2024-02-29,,2026-02-28,113.63,0.1025,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000492,P000492,HIGH_RISK,HIGH_RISK,2025-07-31,,2027-07-31,108.99,0.1005,2999.0,0,,Not Required,,HIGH_RISK,Active
A000493,P000493,HIGH_RISK,HIGH_RISK,2023-05-31,,2025-05-30,105.81,0.1001,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000494,P000494,PLATFORM_ISV,PLATFORM_ISV,2025-08-30,,2027-08-30,54.41,0.0479,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000495,P000495,LAUNCH,LAUNCH,2025-07-25,,2027-07-25,80.12,0.0825,99.0,0,,Not Required,,LAUNCH,Active
A000496,P000496,SCALE,GROWTH,2024-04-15,,2024-10-12,28.88,0.045,1999.0,1,Volume threshold waiver,Approved,Product Director,SCALE,Review Overdue
A000497,P000497,LAUNCH,LAUNCH,2023-02-01,,2025-01-31,73.03,0.0782,99.0,1,Legacy plan extension,Pending,Product Director,LAUNCH,Review Overdue
A000498,P000498,LAUNCH,LAUNCH,2025-05-22,,2027-05-22,88.9,0.0738,99.0,0,,Not Required,,LAUNCH,Active
A000499,P000499,GROWTH,GROWTH,2024-07-18,,2026-07-18,74.49,0.0571,499.0,0,,Not Required,,GROWTH,Review Due Soon
A000500,P000500,LAUNCH,LAUNCH,2023-12-23,,2025-12-22,88.53,0.0825,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000501,P000501,GROWTH,GROWTH,2023-10-10,,2025-10-09,72.07,0.061,499.0,0,,Not Required,,GROWTH,Review Overdue
A000502,P000502,LAUNCH,LAUNCH,2023-10-25,,2025-10-24,90.4,0.0805,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000503,P000503,STRATEGIC,STRATEGIC,2022-01-02,,2024-01-02,22.27,0.0348,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000504,P000504,PLATFORM_ISV,PLATFORM_ISV,2024-05-23,,2026-05-23,64.58,0.0507,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000505,P000505,LAUNCH,LAUNCH,2024-01-02,,2026-01-01,91.64,0.0732,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000506,P000506,HIGH_RISK,HIGH_RISK,2019-10-07,,2021-10-06,105.43,0.0913,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000507,P000507,HIGH_RISK,HIGH_RISK,2018-05-05,,2020-05-04,105.42,0.1009,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000508,P000508,SCALE,SCALE,2025-03-06,,2027-03-06,47.86,0.0381,1999.0,0,,Not Required,,SCALE,Active
A000509,P000509,GROWTH,GROWTH,2024-04-25,,2026-04-25,72.71,0.0587,499.0,0,,Not Required,,GROWTH,Review Overdue
A000510,P000510,SCALE,SCALE,2023-12-02,,2025-12-01,40.1,0.0462,1999.0,0,,Not Required,,SCALE,Review Overdue
A000511,P000511,STRATEGIC,STRATEGIC,2020-12-10,,2022-12-10,23.72,0.0222,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000512,P000512,STRATEGIC,STRATEGIC,2023-05-13,,2025-05-12,26.7,0.0291,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000513,P000513,PLATFORM_ISV,PLATFORM_ISV,2023-10-23,,2025-10-22,55.63,0.0536,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000514,P000514,LAUNCH,LAUNCH,2019-09-05,,2021-09-04,94.91,0.0825,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000515,P000515,STRATEGIC,STRATEGIC,2023-12-11,,2025-12-10,31.53,0.0335,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000516,P000516,GROWTH,GROWTH,2019-05-01,,2021-04-30,72.87,0.0578,499.0,0,,Not Required,,GROWTH,Review Overdue
A000517,P000517,HIGH_RISK,HIGH_RISK,2025-03-23,,2027-03-23,111.07,0.1038,2999.0,0,,Not Required,,HIGH_RISK,Active
A000518,P000518,PLATFORM_ISV,PLATFORM_ISV,2024-09-27,,2026-09-27,52.1,0.052,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000519,P000519,SCALE,SCALE,2023-10-27,,2025-10-26,40.33,0.0409,1999.0,0,,Not Required,,SCALE,Review Overdue
A000520,P000520,HIGH_RISK,HIGH_RISK,2023-11-15,,2025-11-14,101.3,0.0946,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000521,P000521,LAUNCH,LAUNCH,2024-03-27,,2026-03-27,91.11,0.0723,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000522,P000522,SCALE,SCALE,2025-03-05,,2027-03-05,51.64,0.04,1999.0,0,,Not Required,,SCALE,Active
A000523,P000523,LEGACY_ENTERPRISE,LAUNCH,2021-05-18,,2022-05-18,35.52,0.024,0.0,1,Waived monthly minimum,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A000524,P000524,LAUNCH,LAUNCH,2024-03-16,,2026-03-16,91.72,0.0802,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000525,P000525,LAUNCH,LAUNCH,2024-03-15,,2026-03-15,88.21,0.0803,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000526,P000526,HIGH_RISK,HIGH_RISK,2023-07-29,,2025-07-28,118.46,0.0934,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000527,P000527,HIGH_RISK,HIGH_RISK,2024-03-31,,2026-03-31,106.67,0.0963,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000528,P000528,SCALE,SCALE,2025-03-31,,2027-03-31,49.43,0.0349,1999.0,0,,Not Required,,SCALE,Active
A000529,P000529,SCALE,SCALE,2023-09-10,,2024-09-09,47.16,0.0443,1999.0,1,High-risk waiver,Approved,Pricing Governance,SCALE,Review Overdue
A000530,P000530,GROWTH,GROWTH,2025-08-04,,2027-08-04,67.81,0.0557,499.0,0,,Not Required,,GROWTH,Active
A000531,P000531,SCALE,SCALE,2024-01-19,,2026-01-18,46.29,0.0419,1999.0,0,,Not Required,,SCALE,Review Overdue
A000532,P000532,LAUNCH,LAUNCH,2023-05-10,,2025-05-09,93.27,0.0761,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000533,P000533,HIGH_RISK,HIGH_RISK,2024-09-22,,2026-09-22,111.29,0.1073,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000534,P000534,LEGACY_ENTERPRISE,LAUNCH,2021-11-27,,2022-11-27,19.28,0.0322,0.0,1,Discounted bps,Rejected,Revenue Management,LEGACY_ENTERPRISE,Review Overdue
A000535,P000535,HIGH_RISK,HIGH_RISK,2023-05-22,,2025-05-21,105.76,0.0976,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000536,P000536,LAUNCH,LAUNCH,2022-01-03,,2024-01-03,87.24,0.0772,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000537,P000537,STRATEGIC,STRATEGIC,2025-05-25,,2027-05-25,31.44,0.027,4999.0,0,,Not Required,,STRATEGIC,Active
A000538,P000538,LAUNCH,LAUNCH,2023-09-22,,2025-09-21,99.83,0.0747,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000539,P000539,PLATFORM_ISV,PLATFORM_ISV,2020-12-30,,2022-12-30,50.7,0.0447,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000540,P000540,LAUNCH,LAUNCH,2025-07-21,,2027-07-21,97.31,0.0782,99.0,0,,Not Required,,LAUNCH,Active
A000541,P000541,PLATFORM_ISV,PLATFORM_ISV,2023-09-27,,2025-09-26,56.87,0.0548,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000542,P000542,SCALE,SCALE,2023-08-13,,2025-08-12,47.73,0.0411,1999.0,0,,Not Required,,SCALE,Review Overdue
A000543,P000543,LAUNCH,LAUNCH,2023-11-14,,2025-11-13,88.49,0.083,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000544,P000544,STRATEGIC,STRATEGIC,2025-08-25,,2027-08-25,9.94,0.0198,4999.0,1,Discounted bps,Pending,Pricing Governance,STRATEGIC,Active
A000545,P000545,LAUNCH,LAUNCH,2025-07-14,,2027-07-14,89.9,0.0838,99.0,0,,Not Required,,LAUNCH,Active
A000546,P000546,HIGH_RISK,HIGH_RISK,2024-10-23,,2026-10-23,107.83,0.0971,2999.0,0,,Not Required,,HIGH_RISK,Active
A000547,P000547,PLATFORM_ISV,PLATFORM_ISV,2024-11-22,,2025-11-22,50.06,0.0372,0.0,1,Waived monthly minimum,Approved,Revenue Management,PLATFORM_ISV,Review Overdue
A000548,P000548,LAUNCH,LAUNCH,2023-04-23,,2025-04-22,95.4,0.0765,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000549,P000549,GROWTH,GROWTH,2023-12-24,,2025-12-23,65.86,0.061,499.0,0,,Not Required,,GROWTH,Review Overdue
A000550,P000550,GROWTH,GROWTH,2025-08-26,,2027-08-26,65.34,0.0602,499.0,0,,Not Required,,GROWTH,Active
A000551,P000551,GROWTH,GROWTH,2024-01-12,,2026-01-11,62.14,0.0616,499.0,0,,Not Required,,GROWTH,Review Overdue
A000552,P000552,HIGH_RISK,HIGH_RISK,2025-08-12,,2027-08-12,112.3,0.099,2999.0,0,,Not Required,,HIGH_RISK,Active
A000553,P000553,LEGACY_STANDARD,GROWTH,2019-01-05,,2020-01-05,59.54,0.0438,0.0,1,Waived monthly minimum,Rejected,Product Director,LEGACY_STANDARD,Review Overdue
A000554,P000554,PLATFORM_ISV,PLATFORM_ISV,2022-02-26,,2024-02-26,62.43,0.0523,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000555,P000555,SCALE,SCALE,2025-06-14,,2027-06-14,40.76,0.0331,0.0,1,Waived monthly minimum,Approved,Pricing Governance,SCALE,Active
A000556,P000556,GROWTH,GROWTH,2024-10-25,,2026-10-25,68.25,0.0583,499.0,0,,Not Required,,GROWTH,Active
A000557,P000557,HIGH_RISK,HIGH_RISK,2023-07-14,,2025-07-13,111.47,0.0989,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000558,P000558,SCALE,SCALE,2024-05-19,,2026-05-19,51.06,0.0403,1999.0,0,,Not Required,,SCALE,Review Overdue
A000559,P000559,PLATFORM_ISV,PLATFORM_ISV,2024-05-18,,2026-05-18,56.39,0.0527,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000560,P000560,PROMO_GROWTH,GROWTH,2024-05-28,,2025-05-28,17.26,0.0382,299.0,1,Discounted bps,Approved,Revenue Management,PROMO_GROWTH,Review Overdue
A000561,P000561,SCALE,SCALE,2024-05-10,,2026-05-10,48.47,0.0339,1999.0,0,,Not Required,,SCALE,Review Overdue
A000562,P000562,PLATFORM_ISV,PLATFORM_ISV,2023-05-03,,2025-05-02,49.18,0.0517,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000563,P000563,LAUNCH,LAUNCH,2019-01-25,,2021-01-24,88.76,0.0732,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000564,P000564,LEGACY_STANDARD,GROWTH,2020-01-27,,2021-01-26,71.76,0.0583,0.0,1,High-risk waiver,Rejected,Product Director,LEGACY_STANDARD,Review Overdue
A000565,P000565,GROWTH,PLATFORM_ISV,2024-10-25,,2026-10-25,67.45,0.0506,0.0,1,Waived monthly minimum,Approved,Product Director,GROWTH,Active
A000566,P000566,GROWTH,GROWTH,2025-05-27,,2027-05-27,65.73,0.0607,499.0,0,,Not Required,,GROWTH,Active
A000567,P000567,LAUNCH,LAUNCH,2024-11-24,,2026-11-24,92.35,0.0742,99.0,0,,Not Required,,LAUNCH,Active
A000568,P000568,GROWTH,GROWTH,2024-03-28,,2026-03-28,71.83,0.0603,499.0,0,,Not Required,,GROWTH,Review Overdue
A000569,P000569,SCALE,SCALE,2023-06-01,,2025-05-31,47.69,0.0343,1999.0,0,,Not Required,,SCALE,Review Overdue
A000570,P000570,HIGH_RISK,HIGH_RISK,2025-08-28,,2027-08-28,108.3,0.0958,2999.0,0,,Not Required,,HIGH_RISK,Active
A000571,P000571,SCALE,SCALE,2025-05-09,,2027-05-09,44.48,0.0354,1999.0,0,,Not Required,,SCALE,Active
A000572,P000572,LAUNCH,LAUNCH,2024-03-08,,2026-03-08,88.13,0.0838,99.0,0,,Not Required,,LAUNCH,Review Overdue
