partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,assignment_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,month,txn_count,payment_volume_usd,avg_ticket_usd,txn_growth_pct,volume_growth_pct,chargeback_rate,auth_approval_rate,active_merchants,refunds_usd,net_revenue_usd,gross_margin_usd,gross_margin_rate,as_of_month,partner_segment,segment_reason
P000001,NorthStar Commerce 0001,Technology Platform,Travel,SMB,Suspended,US,NY,New York,Northeast,API,Direct,High,Approved,Level 3,2019-06-15,Northeast,1,A000001,HIGH_RISK,HIGH_RISK,2023-04-12,,2025-04-11,106.63,0.102,2999.0,0,None,Not Required,None,2025-12-01,126,13089.63,103.11,18.87,13.9,0.0171,0.85482,6,202.09,3151.43,757.29,0.2403,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=13090; txn_growth=18.87; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000250,Keystone Processing 0250,ISV,Retail,Mid-Market,Active,US,MA,Worcester,Northeast,API,Direct,Medium,Approved,Level 1,2019-03-29,Northeast,1,A000250,PLATFORM_ISV,PLATFORM_ISV,2022-12-25,,2024-12-24,63.34,0.0465,999.0,0,None,Not Required,None,2025-12-01,50614,3461780.5,68.39,15.32,11.97,0.00304,0.89085,11,19297.25,25279.47,11929.38,0.4719,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=3461780; txn_growth=15.32; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000251,Granite Platform 0251,Bank Sponsor,Education,SMB,Suspended,US,TX,Houston,South,API,Direct,Medium,Approved,Level 2,2019-01-28,South,1,A000251,LAUNCH,LAUNCH,2023-08-09,,2025-08-08,90.81,0.0781,99.0,0,None,Not Required,None,2025-12-01,199,23350.35,117.02,-1.0,3.05,0.0074,0.905,2,359.89,326.59,154.38,0.4727,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Medium; volume=23350; txn_growth=-1.0; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000252,Summit Commerce 0252,Merchant Acquirer,Travel,Mid-Market,Active,US,NY,Buffalo,Northeast,SDK,Direct,Medium,Approved,Level 3,2024-06-29,Northeast,1,A000252,HIGH_RISK,HIGH_RISK,2025-08-28,,2027-08-28,109.13,0.1022,2999.0,0,None,Not Required,None,2025-12-01,4364,1412122.29,323.58,22.04,22.66,0.00907,0.88034,55,21211.75,18855.49,7594.99,0.4028,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1412122; txn_growth=22.04; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000253,Prairie Processing 0253,ISO/Reseller,Hospitality,Enterprise,Pilot,US,MA,Cambridge,Northeast,Hosted Checkout,Direct,Low,Approved,Level 4,2020-05-09,Northeast,1,A000253,SCALE,SCALE,2019-05-16,,2021-05-15,44.96,0.0387,1999.0,0,None,Not Required,None,2025-12-01,31365,2262943.09,72.15,12.39,18.52,0.00298,0.89485,24,36635.15,13387.02,7302.62,0.5455,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Low; volume=2262943; txn_growth=12.39; assigned_plan=SCALE; recommended_plan=SCALE
P000254,Silverline PayTech 0254,ISO/Reseller,Logistics,Enterprise,Active,US,TX,Austin,South,SDK,Alliance,Medium,Approved,Level 1,2019-05-18,South,1,A000254,STRATEGIC,STRATEGIC,2018-02-03,,2020-02-03,30.12,0.0247,4999.0,0,None,Not Required,None,2025-12-01,35604,12284243.0,345.02,-3.51,6.94,0.00899,0.89781,23,90091.41,42878.56,16821.26,0.3923,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=12284243; txn_growth=-3.51; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000255,Cedar Commerce 0255,Technology Platform,SaaS,SMB,Active,US,CA,San Francisco,West,SDK,Referral,Medium,Approved,Level 3,2021-05-09,West,1,A000255,SCALE,LAUNCH,2024-06-06,,2025-06-06,42.31,0.0425,1999.0,1,High-risk waiver,Approved,Pricing Governance,2025-12-01,951,100083.91,105.18,17.26,2.79,0.00534,0.91608,1,1980.21,2462.87,811.02,0.3293,2025-12-01,Pricing Review,Status=Active; risk=Medium; volume=100084; txn_growth=17.26; assigned_plan=SCALE; recommended_plan=LAUNCH
P000256,Clearwater PayTech 0256,ISO/Reseller,Logistics,SMB,Active,US,IL,Springfield,Midwest,API,Referral,Medium,Approved,Level 3,2023-05-10,Midwest,1,A000256,LAUNCH,LAUNCH,2024-07-22,,2026-07-22,96.16,0.077,99.0,0,None,Not Required,None,2025-12-01,806,115627.35,143.42,-5.62,-2.31,0.00819,0.88711,1,1290.87,1272.93,587.71,0.4617,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=115627; txn_growth=-5.62; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000257,Evergreen Merchant Services 0257,Gateway,Fintech,SMB,Active,US,TN,Nashville,South,Hosted Checkout,Referral,Low,Approved,Level 2,2022-06-12,South,1,A000257,LAUNCH,LAUNCH,2024-07-23,,2026-07-23,88.59,0.0828,99.0,0,None,Not Required,None,2025-12-01,1540,82974.99,53.88,11.92,-3.08,0.00533,0.92367,3,870.43,961.59,547.14,0.569,2025-12-01,Core Partner,Status=Active; risk=Low; volume=82975; txn_growth=11.92; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000258,Maple Financial 0258,ISV,Healthcare,Mid-Market,Suspended,US,WA,Bellevue,West,API,Direct,Medium,Approved,Level 4,2021-03-06,West,1,A000258,SCALE,LAUNCH,2025-05-25,,2026-05-25,42.09,0.0394,1999.0,1,High-risk waiver,Approved,Product Director,2025-12-01,832,63037.4,75.69,-3.14,-0.58,0.00463,0.91965,23,1248.29,2297.11,599.09,0.2608,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Medium; volume=63037; txn_growth=-3.14; assigned_plan=SCALE; recommended_plan=LAUNCH
P000259,Oakstone Financial 0259,ISV,Hospitality,Enterprise,Active,US,GA,Augusta,South,SDK,Direct,Medium,Expired,Level 3,2025-03-05,South,1,A000259,PLATFORM_ISV,PLATFORM_ISV,2024-08-28,,2026-08-28,53.71,0.0537,999.0,0,None,Not Required,None,2025-12-01,130848,10741863.12,82.09,11.93,18.2,0.00601,0.93621,49,120712.92,65720.08,27977.04,0.4257,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=10741863; txn_growth=11.93; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000260,Silverline Commerce 0260,Merchant Acquirer,Logistics,Mid-Market,Active,US,CA,San Diego,West,API,Alliance,Low,Approved,Level 2,2020-06-28,West,1,A000260,SCALE,SCALE,2024-12-05,,2026-12-05,46.9,0.0432,1999.0,0,None,Not Required,None,2025-12-01,8339,2196463.83,263.37,5.58,-3.74,0.0029,0.94222,49,9164.74,12660.66,6722.81,0.531,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2196464; txn_growth=5.58; assigned_plan=SCALE; recommended_plan=SCALE
P000261,Skyline Checkout 0261,ISV,Logistics,SMB,Active,US,NC,Charlotte,South,API,Referral,Low,Approved,Level 3,2022-03-17,South,1,A000261,PLATFORM_ISV,PLATFORM_ISV,2023-04-04,,2025-04-03,52.14,0.0536,999.0,0,None,Not Required,None,2025-12-01,1568,372643.97,237.57,16.93,5.55,0.0001,0.94951,1,5392.05,3026.01,1542.36,0.5097,2025-12-01,Core Partner,Status=Active; risk=Low; volume=372644; txn_growth=16.93; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000262,Skyline PayTech 0262,Marketplace,Travel,Mid-Market,Active,US,MN,Minneapolis,Midwest,Batch File,Alliance,Medium,Expired,Level 3,2019-11-26,Midwest,1,A000262,HIGH_RISK,HIGH_RISK,2025-05-25,,2027-05-25,108.98,0.1057,2999.0,0,None,Not Required,None,2025-12-01,4588,1362895.48,297.03,13.09,6.78,0.01243,0.89187,11,15578.0,18336.79,8075.52,0.4404,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1362895; txn_growth=13.09; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000263,Ironwood Solutions 0263,Technology Platform,Retail,Enterprise,Active,US,CA,San Jose,West,API,Alliance,Medium,Approved,Level 4,2017-03-24,West,1,A000263,PLATFORM_ISV,PLATFORM_ISV,2018-06-06,,2020-06-05,58.41,0.0548,999.0,0,None,Not Required,None,2025-12-01,239706,17046739.08,71.11,19.98,8.74,0.00464,0.94819,70,324924.46,113704.89,56056.51,0.493,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=17046739; txn_growth=19.98; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000264,RedRock Platform 0264,ISO/Reseller,Retail,SMB,Active,US,IL,Chicago,Midwest,Direct Processor,Alliance,Medium,Approved,Level 2,2021-03-23,Midwest,1,A000264,PROMO_GROWTH,GROWTH,2024-11-06,,2025-05-05,42.19,0.0414,299.0,1,High-risk waiver,Approved,Pricing Governance,2025-12-01,3401,266298.6,78.29,0.92,13.06,0.00444,0.93416,2,4462.79,1563.32,613.76,0.3926,2025-12-01,Pricing Review,Status=Active; risk=Medium; volume=266299; txn_growth=0.92; assigned_plan=PROMO_GROWTH; recommended_plan=GROWTH
P000265,Skyline Solutions 0265,ISO/Reseller,SaaS,Enterprise,Active,US,NJ,Jersey City,Northeast,Batch File,Referral,Low,Approved,Level 2,2024-04-05,Northeast,1,A000265,SCALE,SCALE,2023-07-21,,2024-07-20,51.72,0.024,0.0,1,Waived monthly minimum,Approved,Revenue Management,2025-12-01,86782,3324925.58,38.31,9.71,-9.97,0.00432,0.93445,27,76037.06,19279.28,8380.7,0.4347,2025-12-01,Core Partner,Status=Active; risk=Low; volume=3324926; txn_growth=9.71; assigned_plan=SCALE; recommended_plan=SCALE
P000266,Riverbend Gateway 0266,ISO/Reseller,Professional Services,SMB,Active,US,OH,Columbus,Midwest,Direct Processor,Referral,Low,Approved,Level 2,2018-09-07,Midwest,1,A000266,LAUNCH,LAUNCH,2023-06-20,,2025-06-19,95.91,0.0762,99.0,0,None,Not Required,None,2025-12-01,1345,230297.65,171.19,16.45,9.42,0.00338,0.89795,1,3747.55,2410.27,1674.17,0.6946,2025-12-01,Core Partner,Status=Active; risk=Low; volume=230298; txn_growth=16.45; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000267,Riverbend Financial 0267,Financial Institution,Hospitality,Mid-Market,Active,US,WA,Seattle,West,Batch File,Direct,Medium,Approved,Level 3,2021-09-11,West,1,A000267,LEGACY_STANDARD,GROWTH,2019-06-25,,2020-06-24,61.76,0.0509,0.0,1,High-risk waiver,Expired,Pricing Governance,2025-12-01,23955,1238879.51,51.72,29.88,33.76,0.00309,0.85602,13,14550.68,8870.63,3349.55,0.3776,2025-12-01,Pricing Review,Status=Active; risk=Medium; volume=1238880; txn_growth=29.88; assigned_plan=LEGACY_STANDARD; recommended_plan=GROWTH
P000268,Riverbend Checkout 0268,Merchant Acquirer,Gaming,Mid-Market,Dormant,US,CO,Boulder,West,Hosted Checkout,Alliance,High,Approved,Level 4,2018-11-28,West,1,A000268,HIGH_RISK,HIGH_RISK,2023-08-23,,2025-08-22,108.75,0.0973,2999.0,0,None,Not Required,None,2025-12-01,7535,349912.18,46.43,-2.86,0.18,0.02351,0.89716,36,2550.23,7537.45,1577.59,0.2093,2025-12-01,Inactive / Monitor,Status=Dormant; risk=High; volume=349912; txn_growth=-2.86; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000269,Cedar Gateway 0269,ISV,Education,Enterprise,Suspended,US,NY,Buffalo,Northeast,SDK,Direct,Medium,Approved,Level 4,2020-12-26,Northeast,1,A000269,LAUNCH,LAUNCH,2025-03-06,,2027-03-06,84.31,0.0862,99.0,0,None,Not Required,None,2025-12-01,1011,189915.55,187.79,-8.34,-7.91,0.01065,0.91164,61,1389.71,1787.33,767.12,0.4292,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Medium; volume=189916; txn_growth=-8.34; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000270,Brightpath Connect 0270,Financial Institution,Professional Services,SMB,Active,US,TX,San Antonio,South,SDK,Direct,Low,Pending Review,Level 4,2023-12-18,South,1,A000270,GROWTH,GROWTH,2025-04-04,,2027-04-04,69.89,0.0622,499.0,0,None,Not Required,None,2025-12-01,1300,353774.37,272.13,-5.04,-0.59,0.00486,0.96553,7,2438.34,3052.39,1461.18,0.4787,2025-12-01,Core Partner,Status=Active; risk=Low; volume=353774; txn_growth=-5.04; assigned_plan=GROWTH; recommended_plan=GROWTH
P000271,Ironwood Connect 0271,Gateway,Nonprofit,SMB,Active,US,PA,Philadelphia,Northeast,API,Direct,Low,Pending Review,Level 4,2022-02-18,Northeast,1,A000271,GROWTH,GROWTH,2022-04-01,,2024-03-31,72.73,0.0569,499.0,0,None,Not Required,None,2025-12-01,5261,283301.77,53.85,11.86,18.02,0.00503,0.95065,16,2002.75,2858.8,1640.09,0.5737,2025-12-01,Core Partner,Status=Active; risk=Low; volume=283302; txn_growth=11.86; assigned_plan=GROWTH; recommended_plan=GROWTH
P000272,Silverline Connect 0272,Financial Institution,Fintech,Mid-Market,Active,US,PA,Pittsburgh,Northeast,API,Referral,Low,Approved,Level 3,2018-10-11,Northeast,1,A000272,SCALE,SCALE,2021-10-29,,2023-10-29,43.08,0.0438,1999.0,0,None,Not Required,None,2025-12-01,28519,2026199.17,71.05,30.12,24.26,0.0049,0.92427,6,37173.57,11977.0,8129.99,0.6788,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2026199; txn_growth=30.12; assigned_plan=SCALE; recommended_plan=SCALE
P000273,NorthStar Market 0273,Technology Platform,Education,Mid-Market,Active,US,NJ,Newark,Northeast,SDK,Alliance,Low,Approved,Level 1,2025-06-28,Northeast,1,A000273,PLATFORM_ISV,PLATFORM_ISV,2025-04-21,,2027-04-21,50.89,0.0487,999.0,0,None,Not Required,None,2025-12-01,7372,1249123.37,169.43,15.8,11.79,0.00245,0.89627,20,18846.14,7714.81,3872.83,0.502,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1249123; txn_growth=15.8; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000274,Cedar Checkout 0274,Technology Platform,Gaming,SMB,Active,US,UT,Ogden,West,API,Direct,High,Approved,Level 2,2017-07-07,West,1,A000274,HIGH_RISK,HIGH_RISK,2022-07-25,,2024-07-24,114.35,0.0984,2999.0,0,None,Not Required,None,2025-12-01,4978,176862.99,35.53,2.36,7.53,0.01948,0.86648,3,594.98,5511.26,1361.28,0.247,2025-12-01,Risk Review,Status=Active; risk=High; volume=176863; txn_growth=2.36; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000275,Harbor PayTech 0275,ISO/Reseller,Professional Services,Enterprise,Suspended,US,FL,Fort Lauderdale,South,Hosted Checkout,Direct,High,Approved,Level 2,2021-07-11,South,1,A000275,HIGH_RISK,HIGH_RISK,2024-04-01,,2026-04-01,112.89,0.0996,2999.0,0,None,Not Required,None,2025-12-01,1062,187888.94,176.84,3.61,3.33,0.01464,0.85863,74,2615.44,5225.85,1110.49,0.2125,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=187889; txn_growth=3.61; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000276,Granite Connect 0276,ISV,Retail,Mid-Market,Active,US,FL,Orlando,South,Batch File,Referral,Low,Approved,Level 1,2017-07-19,South,1,A000276,GROWTH,GROWTH,2024-01-25,,2026-01-24,76.74,0.0607,499.0,0,None,Not Required,None,2025-12-01,12235,1141436.91,93.29,37.19,34.37,0.00537,0.93229,2,28394.51,10001.05,6928.73,0.6928,2025-12-01,High-Growth Platform,Status=Active; risk=Low; volume=1141437; txn_growth=37.19; assigned_plan=GROWTH; recommended_plan=GROWTH
P000277,Clearwater Gateway 0277,Marketplace,Retail,Mid-Market,Active,US,PA,Philadelphia,Northeast,Hosted Checkout,Alliance,Low,Approved,Level 1,2024-10-18,Northeast,1,A000277,SCALE,SCALE,2023-06-11,,2024-06-10,31.3,0.0446,1999.0,1,Legacy plan extension,Rejected,Pricing Governance,2025-12-01,32741,2109547.0,64.43,28.9,19.9,0.00737,0.96656,11,31640.3,10062.13,4973.71,0.4943,2025-12-01,High-Growth Platform,Status=Active; risk=Low; volume=2109547; txn_growth=28.9; assigned_plan=SCALE; recommended_plan=SCALE
P000278,Keystone Commerce 0278,Marketplace,SaaS,SMB,Pilot,US,NC,Greensboro,South,API,Direct,Medium,Approved,Level 1,2020-03-03,South,1,A000278,LAUNCH,LAUNCH,2025-05-24,,2027-05-24,90.01,0.0845,99.0,0,None,Not Required,None,2025-12-01,1329,141849.6,106.73,-8.85,-0.77,0.00505,0.87809,4,2079.12,1488.09,705.5,0.4741,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=141850; txn_growth=-8.85; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000279,Granite Processing 0279,ISO/Reseller,Hospitality,Enterprise,Active,US,CO,Boulder,West,API,Alliance,High,Approved,Level 2,2019-05-01,West,1,A000279,HIGH_RISK,HIGH_RISK,2023-05-09,,2025-05-08,110.86,0.1011,2999.0,0,None,Not Required,None,2025-12-01,32738,3466936.14,105.9,32.51,20.05,0.0164,0.82589,44,77745.93,44743.27,8908.39,0.1991,2025-12-01,Risk Review,Status=Active; risk=High; volume=3466936; txn_growth=32.51; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000280,Summit Financial 0280,Technology Platform,SaaS,Enterprise,Active,US,PA,Pittsburgh,Northeast,Hosted Checkout,Direct,Medium,Approved,Level 4,2024-03-24,Northeast,1,A000280,STRATEGIC,STRATEGIC,2023-04-03,,2025-04-02,31.18,0.029,4999.0,0,None,Not Required,None,2025-12-01,758724,35621347.33,46.95,11.83,4.55,0.00645,0.84654,69,390846.53,138069.36,62904.4,0.4556,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=35621347; txn_growth=11.83; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000281,Summit Commerce 0281,ISV,Retail,Enterprise,Active,US,NV,Reno,West,API,Direct,Medium,Pending Review,Level 1,2017-07-07,West,1,A000281,PLATFORM_ISV,PLATFORM_ISV,2023-04-21,,2025-04-20,48.78,0.0511,999.0,0,None,Not Required,None,2025-12-01,93455,6052440.33,64.76,15.65,14.84,0.00345,0.88608,33,107373.73,35298.35,15153.58,0.4293,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=6052440; txn_growth=15.65; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000282,Summit Platform 0282,Merchant Acquirer,Logistics,Strategic,Active,US,TX,Dallas,South,API,Partner-sourced,Low,Approved,Level 2,2021-06-28,South,1,A000282,STRATEGIC,STRATEGIC,2023-03-05,,2025-03-04,24.56,0.0272,4999.0,0,None,Not Required,None,2025-12-01,149222,37909892.24,254.05,8.6,8.01,0.0001,0.95315,324,440209.2,102164.53,59919.5,0.5865,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=37909892; txn_growth=8.6; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000283,Silverline Commerce 0283,Marketplace,Education,Mid-Market,Active,US,NY,Rochester,Northeast,SFTP,Partner-sourced,Medium,Approved,Level 2,2021-09-01,Northeast,1,A000283,PLATFORM_ISV,SCALE,2024-04-29,,2024-10-26,60.46,0.0397,0.0,1,Waived monthly minimum,Approved,Product Director,2025-12-01,28625,4646796.63,162.33,-4.01,-4.82,0.00607,0.92772,12,36143.67,29230.94,10742.37,0.3675,2025-12-01,Pricing Review,Status=Active; risk=Medium; volume=4646797; txn_growth=-4.01; assigned_plan=PLATFORM_ISV; recommended_plan=SCALE
P000284,Clearwater Processing 0284,Marketplace,Healthcare,SMB,Active,US,CA,Sacramento,West,SDK,Direct,Low,Approved,Level 2,2022-06-23,West,1,A000284,GROWTH,GROWTH,2024-11-16,,2026-11-16,78.98,0.057,499.0,0,None,Not Required,None,2025-12-01,2743,299339.46,109.12,2.58,-10.72,0.00484,0.91772,4,3595.9,3019.53,1463.57,0.4847,2025-12-01,Core Partner,Status=Active; risk=Low; volume=299339; txn_growth=2.58; assigned_plan=GROWTH; recommended_plan=GROWTH
P000285,Oakstone Solutions 0285,Technology Platform,SaaS,SMB,Active,US,GA,Atlanta,South,API,Alliance,Medium,Approved,Level 3,2022-11-13,South,1,A000285,PLATFORM_ISV,PLATFORM_ISV,2023-11-07,,2025-11-06,57.13,0.0436,999.0,0,None,Not Required,None,2025-12-01,6689,427706.5,63.94,11.19,2.5,0.00757,0.89015,17,4928.1,3734.13,1772.96,0.4748,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=427706; txn_growth=11.19; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000286,Keystone Payments 0286,Marketplace,Travel,SMB,Pilot,US,AZ,Scottsdale,West,Batch File,Referral,High,Approved,Level 1,2017-02-17,West,1,A000286,HIGH_RISK,HIGH_RISK,2024-01-07,,2026-01-06,108.52,0.1014,2999.0,0,None,Not Required,None,2025-12-01,1433,342631.51,239.09,39.94,42.7,0.01765,0.89701,4,8509.21,6862.54,2450.61,0.3571,2025-12-01,Inactive / Monitor,Status=Pilot; risk=High; volume=342632; txn_growth=39.94; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000287,Prairie Solutions 0287,Financial Institution,Logistics,SMB,Dormant,US,FL,Jacksonville,South,API,Direct,Low,Approved,Level 4,2024-03-20,South,1,A000287,LAUNCH,LAUNCH,2023-08-02,,2025-08-01,85.32,0.0784,99.0,0,None,Not Required,None,2025-12-01,150,40186.98,267.7,12.78,2.31,0.00319,0.91497,1,350.92,453.64,240.57,0.5303,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Low; volume=40187; txn_growth=12.78; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000288,NorthStar Commerce 0288,Merchant Acquirer,Hospitality,Mid-Market,Active,US,IL,Chicago,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 3,2021-07-11,Midwest,1,A000288,GROWTH,GROWTH,2025-08-18,,2026-02-14,46.87,0.0604,499.0,1,Volume threshold waiver,Approved,Pricing Governance,2025-12-01,13314,1449700.93,108.88,4.74,6.39,0.00226,0.87358,16,32914.15,8097.91,3900.76,0.4817,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1449701; txn_growth=4.74; assigned_plan=GROWTH; recommended_plan=GROWTH
P000289,Sunrise Market 0289,Financial Institution,Hospitality,Strategic,Active,US,TX,Austin,South,Batch File,Alliance,Medium,Pending Review,Level 4,2021-01-28,South,1,A000289,STRATEGIC,STRATEGIC,2018-04-07,,2020-04-06,27.56,0.0247,4999.0,0,None,Not Required,None,2025-12-01,1012682,99182753.7,97.94,7.88,9.37,0.00658,0.89145,201,1871156.97,303359.91,128836.95,0.4247,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=99182754; txn_growth=7.88; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000290,Prairie Payments 0290,Merchant Acquirer,Government,Mid-Market,Active,US,GA,Alpharetta,South,API,Direct,Medium,Approved,Level 3,2020-10-30,South,1,A000290,GROWTH,GROWTH,2025-02-12,,2027-02-12,73.18,0.0577,499.0,0,None,Not Required,None,2025-12-01,3332,947725.46,284.38,-10.24,-9.36,0.00473,0.91423,8,15270.86,7626.71,3501.42,0.4591,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=947725; txn_growth=-10.24; assigned_plan=GROWTH; recommended_plan=GROWTH
P000291,Ironwood Commerce 0291,ISO/Reseller,Professional Services,SMB,Pilot,US,AZ,Mesa,West,SFTP,Referral,Medium,Approved,Level 1,2019-11-08,West,1,A000291,LAUNCH,LAUNCH,2024-01-23,,2026-01-22,97.42,0.0811,99.0,0,None,Not Required,None,2025-12-01,198,30002.44,151.47,8.79,4.64,0.01039,0.91925,5,337.24,407.34,165.42,0.4061,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=30002; txn_growth=8.79; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000292,Summit Billing 0292,ISV,Hospitality,SMB,Active,US,AZ,Scottsdale,West,SFTP,Referral,Low,Approved,Level 3,2022-01-20,West,1,A000292,LAUNCH,LAUNCH,2025-01-21,,2027-01-21,85.39,0.0763,99.0,0,None,Not Required,None,2025-12-01,1649,190795.54,115.65,17.03,17.03,0.0001,0.92179,3,2211.08,1854.02,961.87,0.5188,2025-12-01,Core Partner,Status=Active; risk=Low; volume=190796; txn_growth=17.03; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000293,Silverline PayWorks 0293,Bank Sponsor,Retail,Enterprise,Active,US,MA,Cambridge,Northeast,Direct Processor,Direct,Low,Approved,Level 4,2023-06-28,Northeast,1,A000293,STRATEGIC,STRATEGIC,2018-04-15,,2020-04-14,31.63,0.0241,4999.0,0,None,Not Required,None,2025-12-01,896108,36632625.86,40.88,23.64,20.03,0.0001,0.96055,46,856348.94,142464.2,71915.93,0.5048,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=36632626; txn_growth=23.64; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000294,Prairie Financial 0294,Merchant Acquirer,SaaS,Enterprise,Dormant,US,NY,New York,Northeast,Direct Processor,Partner-sourced,Low,Approved,Level 4,2021-06-18,Northeast,1,A000294,GROWTH,GROWTH,2023-03-08,,2025-03-07,63.68,0.0523,499.0,0,None,Not Required,None,2025-12-01,7538,622994.14,82.64,-2.29,1.02,0.00529,0.92291,78,6531.0,4860.46,3064.03,0.6304,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Low; volume=622994; txn_growth=-2.29; assigned_plan=GROWTH; recommended_plan=GROWTH
P000295,Oakstone PayWorks 0295,Financial Institution,Retail,Mid-Market,Pilot,US,CA,San Francisco,West,Hosted Checkout,Partner-sourced,Medium,Approved,Level 3,2025-04-07,West,1,A000295,GROWTH,GROWTH,2024-09-26,,2026-09-26,75.15,0.0609,499.0,0,None,Not Required,None,2025-12-01,10402,721769.82,69.38,8.1,1.95,0.00651,0.8927,17,10595.36,6556.58,3266.49,0.4982,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=721770; txn_growth=8.1; assigned_plan=GROWTH; recommended_plan=GROWTH
P000296,Granite PayWorks 0296,ISV,Gaming,Mid-Market,Active,US,IL,Naperville,Midwest,API,Direct,High,Approved,Level 1,2024-02-22,Midwest,1,A000296,HIGH_RISK,HIGH_RISK,2025-08-29,,2027-08-29,110.6,0.105,2999.0,0,None,Not Required,None,2025-12-01,206245,3300368.84,16.0,33.85,7.41,0.02077,0.88638,11,61084.21,61156.8,23392.48,0.3825,2025-12-01,Risk Review,Status=Active; risk=High; volume=3300369; txn_growth=33.85; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000297,Ironwood Billing 0297,ISO/Reseller,SaaS,Strategic,Suspended,US,OH,Cincinnati,Midwest,Hosted Checkout,Referral,Medium,Approved,Level 1,2017-02-22,Midwest,1,A000297,PROMO_GROWTH,STRATEGIC,2024-09-13,,2025-03-12,43.54,0.0348,299.0,1,High-risk waiver,Approved,Revenue Management,2025-12-01,9584,542131.85,56.56,-2.89,3.57,0.00317,0.8793,124,2834.82,2992.97,986.78,0.3297,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Medium; volume=542132; txn_growth=-2.89; assigned_plan=PROMO_GROWTH; recommended_plan=STRATEGIC
