partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,industry,status
P000658,NorthStar Merchant Services 0658,Technology Platform,Retail,SMB,Active,US,NY,Rochester,Northeast,API,Alliance,Low,Approved,Level 1,2023-07-14,Northeast,1,Retail,Active
P000659,Oakstone Connect 0659,ISO/Reseller,Retail,Mid-Market,Dormant,US,NC,Raleigh,South,Hosted Checkout,Direct,High,Pending Review,Level 3,2021-10-26,South,1,Retail,Dormant
P000660,Oakstone Billing 0660,Bank Sponsor,Hospitality,Strategic,Active,US,GA,Augusta,South,Hosted Checkout,Direct,Medium,Approved,Level 4,2018-02-15,South,1,Hospitality,Active
P000661,Prairie Market 0661,Marketplace,Logistics,SMB,Active,US,NY,Rochester,Northeast,SFTP,Referral,Medium,Pending Review,Level 3,2022-01-26,Northeast,1,Logistics,Active
P000662,BluePeak Billing 0662,ISO/Reseller,SaaS,SMB,Active,US,MN,Saint Paul,Midwest,Batch File,Direct,Medium,Expired,Level 2,2025-04-02,Midwest,1,SaaS,Active
P000663,Summit PayWorks 0663,Merchant Acquirer,SaaS,SMB,Dormant,US,GA,Alpharetta,South,Direct Processor,Direct,Low,Expired,Level 1,2021-04-26,South,1,SaaS,Dormant
P000664,Granite Checkout 0664,Gateway,Logistics,Enterprise,Active,US,TX,Dallas,South,API,Direct,Medium,Approved,Level 2,2022-03-28,South,1,Logistics,Active
P000665,NorthStar PayTech 0665,ISO/Reseller,Fintech,SMB,Active,US,CA,Los Angeles,West,API,Partner-sourced,Low,Expired,Level 3,2020-08-30,West,1,Fintech,Active
P000666,Maple Commerce 0666,Marketplace,SaaS,Strategic,Dormant,US,CA,San Diego,West,Batch File,Direct,Medium,Approved,Level 2,2024-10-04,West,1,SaaS,Dormant
P000667,Granite Checkout 0667,Financial Institution,SaaS,Mid-Market,Active,US,TX,Plano,South,Hosted Checkout,Alliance,Low,Approved,Level 2,2021-11-25,South,1,SaaS,Active
P000668,Oakstone Platform 0668,ISV,Retail,SMB,Dormant,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 2,2023-06-22,West,1,Retail,Dormant
P000669,Copper Merchant Services 0669,ISO/Reseller,Hospitality,Strategic,Active,US,CA,Sacramento,West,SDK,Referral,Low,Approved,Level 1,2023-10-01,West,1,Hospitality,Active
P000670,Keystone Financial 0670,ISO/Reseller,Education,SMB,Active,US,TX,Austin,South,Hosted Checkout,Alliance,High,Expired,Level 4,2018-08-21,South,1,Education,Active
P000671,Harbor Processing 0671,ISO/Reseller,Professional Services,Strategic,Active,US,CA,Los Angeles,West,Hosted Checkout,Alliance,Low,Rejected,Level 2,2020-04-08,West,1,Professional Services,Active
P000672,Maple PayWorks 0672,Technology Platform,Gaming,Enterprise,Active,US,NV,Reno,West,SDK,Direct,High,Approved,Level 4,2021-05-24,West,1,Gaming,Active
P000673,Copper PayWorks 0673,Bank Sponsor,Fintech,SMB,Active,US,CA,San Diego,West,Hosted Checkout,Direct,Medium,Rejected,Level 4,2020-03-05,West,1,Fintech,Active
P000674,Brightpath PayTech 0674,Technology Platform,Professional Services,Enterprise,Dormant,US,IL,Peoria,Midwest,SFTP,Alliance,Medium,Approved,Level 2,2021-12-15,Midwest,1,Professional Services,Dormant
P000675,Clearwater Platform 0675,ISV,Hospitality,SMB,Pilot,US,NY,Buffalo,Northeast,SDK,Alliance,Medium,Approved,Level 1,2021-10-16,Northeast,1,Hospitality,Pilot
P000676,Evergreen Gateway 0676,Technology Platform,Utilities,SMB,Active,US,MN,Minneapolis,Midwest,Direct Processor,Direct,Low,Rejected,Level 2,2017-05-20,Midwest,1,Utilities,Active
P000677,Sunrise Checkout 0677,Marketplace,Utilities,Mid-Market,Active,US,CA,San Jose,West,Batch File,Direct,Low,Approved,Level 3,2024-04-17,West,1,Utilities,Active
P000678,Brightpath Connect 0678,Merchant Acquirer,Retail,SMB,Active,US,NY,Rochester,Northeast,API,Direct,Low,Approved,Level 3,2022-05-19,Northeast,1,Retail,Active
P000679,Granite PayTech 0679,ISV,Fintech,Mid-Market,Active,US,MI,Ann Arbor,Midwest,SDK,Alliance,Low,Approved,Level 1,2021-07-19,Midwest,1,Fintech,Active
P000680,Summit PayTech 0680,Technology Platform,Hospitality,Mid-Market,Active,US,NJ,Trenton,Northeast,SFTP,Alliance,Medium,Approved,Level 1,2023-09-20,Northeast,1,Hospitality,Active
P000681,BluePeak Commerce 0681,Financial Institution,Retail,SMB,Active,US,MA,Springfield,Northeast,SDK,Referral,Low,Approved,Level 2,2018-05-26,Northeast,1,Retail,Active
P000682,Granite Processing 0682,ISV,Utilities,Mid-Market,Dormant,US,TX,Plano,South,API,Referral,Low,Approved,Level 3,2018-07-27,South,1,Utilities,Dormant
P000683,BluePeak Gateway 0683,Gateway,Utilities,Mid-Market,Active,US,CA,Sacramento,West,API,Direct,Low,Approved,Level 4,2018-08-04,West,1,Utilities,Active
P000684,Evergreen Merchant Services 0684,ISO/Reseller,Healthcare,SMB,Active,US,WA,Bellevue,West,API,Direct,Low,Approved,Level 1,2018-10-31,West,1,Healthcare,Active
P000685,Harbor PayWorks 0685,Marketplace,Utilities,SMB,Active,US,TN,Memphis,South,Batch File,Referral,Low,Approved,Level 3,2021-03-05,South,1,Utilities,Active
P000686,Summit Solutions 0686,Merchant Acquirer,Healthcare,Strategic,Active,US,IL,Naperville,Midwest,API,Alliance,Low,Approved,Level 2,2018-03-27,Midwest,1,Healthcare,Active
P000687,Evergreen Gateway 0687,Marketplace,Professional Services,SMB,Active,US,GA,Augusta,South,API,Partner-sourced,Low,Pending Review,Level 3,2021-03-31,South,1,Professional Services,Active
P000688,Granite Financial 0688,ISV,Gaming,SMB,Active,US,TX,Austin,South,SDK,Direct,High,Approved,Level 1,2023-10-25,South,1,Gaming,Active
P000689,Evergreen Processing 0689,Gateway,Nonprofit,SMB,Active,US,OH,Cincinnati,Midwest,Batch File,Direct,Medium,Expired,Level 1,2023-08-24,Midwest,1,Nonprofit,Active
P000690,Skyline PayWorks 0690,Marketplace,SaaS,SMB,Suspended,US,CA,Sacramento,West,Batch File,Alliance,Low,Approved,Level 2,2019-10-18,West,1,SaaS,Suspended
P000691,Prairie Financial 0691,ISV,Utilities,Enterprise,Active,US,TX,San Antonio,South,SDK,Alliance,Low,Approved,Level 4,2024-02-17,South,1,Utilities,Active
P000692,Cedar PayWorks 0692,Financial Institution,Hospitality,Mid-Market,Active,US,NY,Rochester,Northeast,Batch File,Referral,Low,Approved,Level 2,2020-03-16,Northeast,1,Hospitality,Active
P000693,Granite PayWorks 0693,Bank Sponsor,Nonprofit,Mid-Market,Active,US,FL,Miami,South,Direct Processor,Direct,Medium,Approved,Level 3,2018-05-26,South,1,Nonprofit,Active
P000694,Copper Merchant Services 0694,Marketplace,Gaming,Enterprise,Dormant,US,TX,Austin,South,SDK,Direct,Medium,Approved,Level 2,2023-11-01,South,1,Gaming,Dormant
P000695,BluePeak Platform 0695,Marketplace,Logistics,Mid-Market,Pilot,US,CA,San Diego,West,Hosted Checkout,Direct,Low,Approved,Level 2,2022-07-23,West,1,Logistics,Pilot
P000696,RedRock Gateway 0696,Merchant Acquirer,SaaS,Enterprise,Active,US,GA,Atlanta,South,Hosted Checkout,Alliance,Medium,Pending Review,Level 3,2017-01-10,South,1,SaaS,Active
P000697,Maple Payments 0697,Gateway,Logistics,Strategic,Dormant,US,TX,Dallas,South,SDK,Direct,Low,Pending Review,Level 2,2020-12-28,South,1,Logistics,Dormant
P000698,Cedar Solutions 0698,Merchant Acquirer,Retail,Enterprise,Active,US,GA,Augusta,South,Hosted Checkout,Alliance,Low,Approved,Level 2,2022-10-08,South,1,Retail,Active
P000699,RedRock Commerce 0699,Technology Platform,Government,SMB,Active,US,CA,San Francisco,West,Hosted Checkout,Alliance,Low,Approved,Level 2,2021-12-02,West,1,Government,Active
P000700,Evergreen Platform 0700,Merchant Acquirer,Education,SMB,Active,US,FL,Orlando,South,API,Direct,Medium,Approved,Level 1,2025-05-06,South,1,Education,Active
P000701,Clearwater Market 0701,Gateway,Utilities,Strategic,Active,US,IL,Naperville,Midwest,SFTP,Alliance,Low,Approved,Level 4,2025-06-04,Midwest,1,Utilities,Active
P000702,Skyline Solutions 0702,Marketplace,Government,Enterprise,Active,US,AZ,Tempe,West,API,Alliance,Low,Expired,Level 2,2017-02-25,West,1,Government,Active
P000703,Keystone PayTech 0703,Merchant Acquirer,SaaS,SMB,Active,US,TX,Houston,South,Hosted Checkout,Referral,Low,Approved,Level 2,2025-03-07,South,1,SaaS,Active
P000704,Copper Connect 0704,Gateway,Utilities,SMB,Active,US,CA,Los Angeles,West,SDK,Direct,Medium,Approved,Level 4,2019-01-13,West,1,Utilities,Active
P000705,BluePeak Platform 0705,ISV,Retail,SMB,Active,US,AZ,Tucson,West,API,Referral,High,Expired,Level 3,2021-07-27,West,1,Retail,Active
P000706,Ironwood Gateway 0706,ISV,Nonprofit,SMB,Active,US,MN,Minneapolis,Midwest,SDK,Alliance,Low,Approved,Level 1,2020-08-03,Midwest,1,Nonprofit,Active
P000707,Skyline Market 0707,Technology Platform,Government,SMB,Active,US,TX,Austin,South,SDK,Direct,Low,Pending Review,Level 3,2020-05-31,South,1,Government,Active
P000708,Harbor Connect 0708,Merchant Acquirer,Government,SMB,Active,US,PA,Pittsburgh,Northeast,Batch File,Direct,Medium,Approved,Level 1,2021-04-23,Northeast,1,Government,Active
P000709,Granite Connect 0709,Technology Platform,SaaS,Enterprise,Active,US,TX,Plano,South,API,Direct,Medium,Approved,Level 2,2020-11-05,South,1,SaaS,Active
P000710,Granite Market 0710,ISO/Reseller,Healthcare,SMB,Suspended,US,WA,Bellevue,West,SDK,Direct,Low,Approved,Level 3,2021-02-08,West,1,Healthcare,Suspended
P000711,BluePeak Connect 0711,Technology Platform,Nonprofit,Strategic,Active,US,OH,Dayton,Midwest,API,Alliance,Low,Approved,Level 3,2017-09-07,Midwest,1,Nonprofit,Active
P000712,Evergreen Platform 0712,ISO/Reseller,Fintech,Mid-Market,Active,US,GA,Alpharetta,South,Batch File,Direct,Low,Approved,Level 1,2023-10-24,South,1,Fintech,Active
P000713,RedRock Financial 0713,ISO/Reseller,SaaS,SMB,Active,US,FL,Orlando,South,SFTP,Direct,High,Approved,Level 2,2019-06-22,South,1,SaaS,Active
P000714,BluePeak Merchant Services 0714,ISV,Retail,SMB,Suspended,US,NY,New York,Northeast,API,Partner-sourced,Low,Approved,Level 1,2019-10-17,Northeast,1,Retail,Suspended
P000715,Ironwood Connect 0715,Technology Platform,Professional Services,Mid-Market,Active,US,NY,New York,Northeast,SDK,Direct,Low,Approved,Level 1,2020-04-22,Northeast,1,Professional Services,Active
P000716,Brightpath Commerce 0716,Financial Institution,Healthcare,Strategic,Active,US,TN,Nashville,South,Direct Processor,Alliance,Low,Expired,Level 2,2025-02-07,South,1,Healthcare,Active
P000717,Evergreen PayTech 0717,Gateway,SaaS,Mid-Market,Active,US,MA,Worcester,Northeast,Batch File,Direct,Medium,Approved,Level 3,2022-01-02,Northeast,1,SaaS,Active
P000718,Silverline Merchant Services 0718,Technology Platform,Education,Mid-Market,Active,US,MI,Grand Rapids,Midwest,SDK,Direct,Low,Approved,Level 1,2020-03-01,Midwest,1,Education,Active
P000719,Evergreen Commerce 0719,Financial Institution,SaaS,SMB,Active,US,CA,San Diego,West,Batch File,Referral,Low,Approved,Level 3,2025-02-14,West,1,SaaS,Active
P000720,Prairie Billing 0720,ISO/Reseller,Professional Services,SMB,Active,US,CO,Denver,West,API,Direct,Medium,Approved,Level 4,2017-12-09,West,1,Professional Services,Active
P000721,Maple Billing 0721,Technology Platform,Utilities,Strategic,Active,US,TN,Knoxville,South,API,Alliance,Low,Approved,Level 4,2023-04-25,South,1,Utilities,Active
P000722,Summit Solutions 0722,Merchant Acquirer,Healthcare,SMB,Active,US,CA,San Jose,West,SDK,Direct,Medium,Approved,Level 4,2020-04-30,West,1,Healthcare,Active
P000723,Evergreen Merchant Services 0723,Technology Platform,Logistics,SMB,Active,US,AZ,Scottsdale,West,SDK,Alliance,Low,Approved,Level 1,2025-01-07,West,1,Logistics,Active
P000724,Cedar Payments 0724,Bank Sponsor,Healthcare,Strategic,Active,US,OH,Cleveland,Midwest,Hosted Checkout,Direct,Low,Approved,Level 2,2023-10-13,Midwest,1,Healthcare,Active
P000725,Summit Financial 0725,ISO/Reseller,SaaS,SMB,Pilot,US,GA,Augusta,South,API,Alliance,Medium,Approved,Level 4,2022-08-07,South,1,SaaS,Pilot
P000726,Maple Checkout 0726,Financial Institution,Logistics,Strategic,Active,US,MA,Boston,Northeast,Hosted Checkout,Direct,Medium,Approved,Level 2,2017-10-03,Northeast,1,Logistics,Active
P000727,Keystone Billing 0727,Technology Platform,Professional Services,SMB,Active,US,CA,San Jose,West,Direct Processor,Direct,Medium,Approved,Level 4,2024-02-21,West,1,Professional Services,Active
P000728,Ironwood Solutions 0728,Merchant Acquirer,Fintech,Mid-Market,Active,US,PA,Pittsburgh,Northeast,API,Alliance,Low,Approved,Level 4,2023-06-25,Northeast,1,Fintech,Active
P000729,Summit Payments 0729,Marketplace,Travel,SMB,Active,US,CA,San Diego,West,Direct Processor,Direct,High,Approved,Level 4,2020-12-01,West,1,Travel,Active
P000730,Clearwater Commerce 0730,ISV,Healthcare,Enterprise,Active,US,CA,San Diego,West,API,Alliance,High,Expired,Level 2,2024-10-20,West,1,Healthcare,Active
P000731,Silverline Payments 0731,Marketplace,Nonprofit,SMB,Active,US,CA,Los Angeles,West,Batch File,Direct,Low,Approved,Level 1,2018-08-25,West,1,Nonprofit,Active
P000732,Maple Platform 0732,Technology Platform,Hospitality,Mid-Market,Active,US,PA,Philadelphia,Northeast,SDK,Direct,Medium,Approved,Level 3,2025-02-07,Northeast,1,Hospitality,Active
P000733,Sunrise Solutions 0733,ISV,Healthcare,Enterprise,Active,US,WA,Seattle,West,SDK,Alliance,Low,Approved,Level 4,2024-12-23,West,1,Healthcare,Active
P000734,Harbor Platform 0734,Marketplace,Nonprofit,SMB,Dormant,US,IL,Springfield,Midwest,API,Direct,High,Approved,Level 2,2023-12-11,Midwest,1,Nonprofit,Dormant
P000735,BluePeak Billing 0735,ISO/Reseller,Retail,Mid-Market,Active,US,NY,Syracuse,Northeast,Hosted Checkout,Referral,Low,Approved,Level 1,2021-03-02,Northeast,1,Retail,Active
P000736,NorthStar Billing 0736,Technology Platform,Professional Services,Enterprise,Active,US,NJ,Newark,Northeast,API,Direct,Low,Approved,Level 1,2020-06-20,Northeast,1,Professional Services,Active
P000737,Riverbend Payments 0737,ISV,Retail,Mid-Market,Active,US,NY,New York,Northeast,API,Alliance,Low,Rejected,Level 4,2020-12-31,Northeast,1,Retail,Active
P000738,Copper Billing 0738,ISV,Nonprofit,SMB,Active,US,MA,Cambridge,Northeast,Hosted Checkout,Direct,Low,Approved,Level 3,2018-09-08,Northeast,1,Nonprofit,Active
P000739,Prairie Gateway 0739,ISO/Reseller,Logistics,SMB,Suspended,US,FL,Jacksonville,South,API,Alliance,Low,Approved,Level 3,2024-08-23,South,1,Logistics,Suspended
P000740,Clearwater Market 0740,Bank Sponsor,Fintech,Strategic,Active,US,NY,Buffalo,Northeast,Hosted Checkout,Direct,Medium,Approved,Level 4,2020-04-06,Northeast,1,Fintech,Active
P000741,Maple Commerce 0741,Technology Platform,Gaming,Mid-Market,Active,US,FL,Jacksonville,South,Hosted Checkout,Direct,Medium,Rejected,Level 4,2017-03-03,South,1,Gaming,Active
P000742,Cedar Financial 0742,Gateway,Hospitality,Enterprise,Active,US,TX,Plano,South,API,Direct,Low,Approved,Level 1,2023-06-20,South,1,Hospitality,Active
P000743,Summit Connect 0743,Marketplace,Education,Strategic,Active,US,OH,Cleveland,Midwest,Direct Processor,Direct,High,Pending Review,Level 4,2022-06-23,Midwest,1,Education,Active
P000744,Cedar Merchant Services 0744,Merchant Acquirer,SaaS,Mid-Market,Active,US,FL,Jacksonville,South,API,Referral,Low,Approved,Level 2,2021-08-20,South,1,SaaS,Active
P000745,Riverbend Platform 0745,ISO/Reseller,SaaS,Enterprise,Active,US,TX,Austin,South,SDK,Referral,Low,Approved,Level 4,2018-10-11,South,1,SaaS,Active
P000746,Cedar PayTech 0746,Merchant Acquirer,Education,SMB,Suspended,US,NV,Las Vegas,West,Hosted Checkout,Direct,Low,Approved,Level 4,2025-03-17,West,1,Education,Suspended
P000747,Maple Commerce 0747,Financial Institution,Healthcare,SMB,Active,US,NY,Rochester,Northeast,SFTP,Referral,Low,Rejected,Level 3,2020-02-15,Northeast,1,Healthcare,Active
P000748,Maple Gateway 0748,Technology Platform,Healthcare,Mid-Market,Active,US,IL,Peoria,Midwest,SDK,Direct,High,Pending Review,Level 1,2017-08-10,Midwest,1,Healthcare,Active
P000749,Sunrise Checkout 0749,Merchant Acquirer,Travel,SMB,Active,US,UT,Ogden,West,SDK,Referral,Low,Approved,Level 3,2021-09-16,West,1,Travel,Active
P000750,Maple Processing 0750,ISV,Retail,Enterprise,Active,US,NC,Durham,South,SDK,Alliance,Low,Expired,Level 1,2023-01-03,South,1,Retail,Active
P000751,Brightpath Connect 0751,Merchant Acquirer,SaaS,SMB,Active,US,CA,San Francisco,West,API,Direct,Low,Approved,Level 4,2018-08-16,West,1,SaaS,Active
P000752,Summit Billing 0752,Financial Institution,Gaming,SMB,Active,US,TN,Knoxville,South,SDK,Direct,Low,Approved,Level 3,2024-07-23,South,1,Gaming,Active
P000753,Harbor Platform 0753,Bank Sponsor,Utilities,Enterprise,Active,US,NC,Charlotte,South,API,Referral,Medium,Approved,Level 1,2024-10-23,South,1,Utilities,Active
P000754,Riverbend Solutions 0754,ISV,Healthcare,SMB,Active,US,TX,San Antonio,South,API,Alliance,Medium,Expired,Level 3,2018-05-26,South,1,Healthcare,Active
P000755,Sunrise Platform 0755,Merchant Acquirer,Professional Services,Enterprise,Active,US,CA,San Francisco,West,Direct Processor,Direct,Low,Expired,Level 3,2021-03-09,West,1,Professional Services,Active
P000756,Summit Commerce 0756,Merchant Acquirer,Hospitality,Mid-Market,Active,US,PA,Allentown,Northeast,Direct Processor,Direct,Low,Approved,Level 1,2018-03-02,Northeast,1,Hospitality,Active
P000757,Ironwood Gateway 0757,Technology Platform,Government,Mid-Market,Active,US,NC,Greensboro,South,SFTP,Alliance,Low,Approved,Level 3,2019-07-02,South,1,Government,Active
P000758,Evergreen Payments 0758,ISV,Education,SMB,Active,US,IL,Chicago,Midwest,SDK,Alliance,High,Expired,Level 3,2021-03-15,Midwest,1,Education,Active
P000759,Ironwood Payments 0759,Gateway,Travel,Enterprise,Active,US,NV,Reno,West,Direct Processor,Direct,High,Approved,Level 3,2017-03-05,West,1,Travel,Active
P000760,BluePeak Billing 0760,Merchant Acquirer,Utilities,Strategic,Active,US,PA,Harrisburg,Northeast,Batch File,Direct,Low,Expired,Level 4,2023-06-25,Northeast,1,Utilities,Active
P000761,Copper Commerce 0761,Bank Sponsor,Healthcare,Enterprise,Active,US,CA,San Francisco,West,SDK,Referral,Low,Approved,Level 2,2024-01-31,West,1,Healthcare,Active
P000762,Clearwater Payments 0762,Financial Institution,Healthcare,SMB,Active,US,TX,Houston,South,SDK,Alliance,Low,Approved,Level 4,2023-12-07,South,1,Healthcare,Active
P000763,Prairie Financial 0763,ISO/Reseller,Retail,Enterprise,Active,US,TX,Austin,South,API,Referral,High,Approved,Level 2,2019-03-05,South,1,Retail,Active
P000764,Summit Commerce 0764,Financial Institution,SaaS,SMB,Active,US,OH,Dayton,Midwest,Batch File,Partner-sourced,High,Approved,Level 1,2022-02-24,Midwest,1,SaaS,Active
P000765,NorthStar Platform 0765,ISV,Logistics,SMB,Pilot,US,AZ,Tucson,West,API,Referral,Low,Approved,Level 3,2017-10-29,West,1,Logistics,Pilot
P000766,Silverline Merchant Services 0766,Marketplace,Professional Services,SMB,Active,US,GA,Savannah,South,API,Referral,Medium,Approved,Level 4,2023-05-13,South,1,Professional Services,Active
P000767,Summit Gateway 0767,Bank Sponsor,Utilities,Mid-Market,Active,US,OH,Columbus,Midwest,SFTP,Direct,Medium,Approved,Level 1,2023-10-19,Midwest,1,Utilities,Active
P000768,RedRock Processing 0768,ISV,Professional Services,Enterprise,Active,US,NJ,Jersey City,Northeast,API,Partner-sourced,Low,Approved,Level 2,2019-03-28,Northeast,1,Professional Services,Active
P000769,Harbor Merchant Services 0769,Marketplace,Education,Enterprise,Dormant,US,NY,Syracuse,Northeast,API,Direct,Low,Expired,Level 2,2025-01-17,Northeast,1,Education,Dormant
P000770,Summit Connect 0770,Technology Platform,Healthcare,Enterprise,Active,US,MA,Worcester,Northeast,API,Direct,Low,Approved,Level 3,2021-04-18,Northeast,1,Healthcare,Active
P000771,Keystone Checkout 0771,Gateway,Hospitality,Mid-Market,Active,US,CA,San Jose,West,Hosted Checkout,Partner-sourced,Medium,Expired,Level 3,2024-03-27,West,1,Hospitality,Active
P000772,Oakstone Commerce 0772,Technology Platform,Healthcare,SMB,Active,US,MA,Springfield,Northeast,API,Direct,Medium,Approved,Level 1,2017-02-09,Northeast,1,Healthcare,Active
P000773,Granite Financial 0773,ISV,Fintech,SMB,Active,US,CA,San Jose,West,API,Referral,Low,Approved,Level 4,2025-01-12,West,1,Fintech,Active
P000774,Maple Processing 0774,ISO/Reseller,SaaS,Mid-Market,Active,US,NY,New York,Northeast,API,Partner-sourced,Low,Approved,Level 2,2017-07-11,Northeast,1,SaaS,Active
P000775,Brightpath Payments 0775,Merchant Acquirer,SaaS,Mid-Market,Active,US,PA,Philadelphia,Northeast,SDK,Direct,Low,Approved,Level 4,2022-03-07,Northeast,1,SaaS,Active
P000776,Riverbend Financial 0776,Technology Platform,Fintech,Mid-Market,Active,US,CA,San Francisco,West,API,Alliance,Low,Approved,Level 2,2020-07-23,West,1,Fintech,Active
P000777,Summit Checkout 0777,Financial Institution,Fintech,SMB,Active,US,TX,Plano,South,Batch File,Partner-sourced,Low,Rejected,Level 1,2021-03-12,South,1,Fintech,Active
P000778,Skyline Checkout 0778,Technology Platform,Retail,SMB,Active,US,CO,Boulder,West,API,Partner-sourced,Low,Approved,Level 4,2023-01-11,West,1,Retail,Active
P000779,RedRock PayWorks 0779,ISV,Hospitality,SMB,Active,US,CO,Denver,West,SDK,Partner-sourced,High,Approved,Level 3,2018-11-29,West,1,Hospitality,Active
P000780,Copper Gateway 0780,Technology Platform,Logistics,Enterprise,Active,US,NC,Charlotte,South,API,Referral,Medium,Expired,Level 2,2023-06-26,South,1,Logistics,Active
P000781,Prairie Merchant Services 0781,Merchant Acquirer,Gaming,SMB,Active,US,WA,Spokane,West,Batch File,Alliance,Medium,Approved,Level 1,2024-04-04,West,1,Gaming,Active
P000782,Brightpath Billing 0782,Technology Platform,Fintech,SMB,Active,US,IL,Chicago,Midwest,API,Referral,Medium,Approved,Level 2,2022-12-02,Midwest,1,Fintech,Active
P000783,Sunrise Checkout 0783,Marketplace,SaaS,Enterprise,Suspended,US,TX,Houston,South,Hosted Checkout,Referral,Low,Approved,Level 3,2023-12-17,South,1,SaaS,Suspended
P000784,Summit Gateway 0784,Technology Platform,Nonprofit,Mid-Market,Active,US,NY,Buffalo,Northeast,API,Alliance,High,Approved,Level 1,2017-03-09,Northeast,1,Nonprofit,Active
P000785,Evergreen Solutions 0785,ISO/Reseller,Fintech,SMB,Active,US,CA,Los Angeles,West,API,Referral,Low,Approved,Level 1,2021-10-31,West,1,Fintech,Active
P000786,RedRock Solutions 0786,Merchant Acquirer,Retail,SMB,Active,US,UT,Provo,West,API,Referral,High,Approved,Level 2,2023-10-25,West,1,Retail,Active
P000787,Summit Financial 0787,Marketplace,Utilities,SMB,Active,US,GA,Atlanta,South,API,Alliance,Low,Approved,Level 3,2019-07-17,South,1,Utilities,Active
P000788,Skyline Merchant Services 0788,Merchant Acquirer,Retail,Enterprise,Active,US,NY,Rochester,Northeast,SDK,Alliance,Medium,Approved,Level 2,2020-03-25,Northeast,1,Retail,Active
P000789,Cedar PayTech 0789,Technology Platform,Fintech,Mid-Market,Suspended,US,FL,Miami,South,API,Direct,Low,Approved,Level 2,2019-02-07,South,1,Fintech,Suspended
P000790,NorthStar Connect 0790,Marketplace,Nonprofit,SMB,Active,US,VA,Richmond,South,SDK,Partner-sourced,High,Expired,Level 3,2020-12-13,South,1,Nonprofit,Active
P000791,Copper PayTech 0791,Gateway,Education,SMB,Active,US,CA,San Francisco,West,API,Direct,Low,Approved,Level 1,2025-06-20,West,1,Education,Active
P000792,Sunrise Payments 0792,Financial Institution,Professional Services,Mid-Market,Active,US,GA,Augusta,South,API,Direct,Low,Approved,Level 2,2020-12-15,South,1,Professional Services,Active
P000793,NorthStar PayTech 0793,Financial Institution,Logistics,Enterprise,Active,US,FL,Fort Lauderdale,South,SFTP,Alliance,Medium,Approved,Level 3,2021-08-08,South,1,Logistics,Active
P000794,Evergreen Merchant Services 0794,Merchant Acquirer,Retail,Mid-Market,Active,US,GA,Savannah,South,API,Partner-sourced,Medium,Approved,Level 4,2018-03-19,South,1,Retail,Active
P000795,Evergreen Connect 0795,Gateway,Education,Strategic,Active,US,AZ,Tempe,West,SDK,Partner-sourced,Low,Approved,Level 2,2021-09-06,West,1,Education,Active
P000796,Riverbend Commerce 0796,Technology Platform,Fintech,SMB,Active,US,NJ,Jersey City,Northeast,SDK,Referral,Medium,Approved,Level 3,2017-02-04,Northeast,1,Fintech,Active
P000797,Riverbend Payments 0797,Marketplace,Fintech,SMB,Active,US,TN,Memphis,South,API,Direct,Low,Approved,Level 2,2022-02-03,South,1,Fintech,Active
P000798,Copper Merchant Services 0798,Technology Platform,Professional Services,Mid-Market,Active,US,GA,Atlanta,South,API,Direct,Medium,Approved,Level 1,2023-04-16,South,1,Professional Services,Active
P000799,Evergreen Platform 0799,Technology Platform,Gaming,Mid-Market,Active,US,WA,Spokane,West,API,Partner-sourced,High,Approved,Level 1,2021-06-23,West,1,Gaming,Active
P000800,Harbor Financial 0800,Gateway,SaaS,SMB,Pilot,US,TN,Memphis,South,API,Direct,Low,Pending Review,Level 1,2018-07-10,South,1,SaaS,Pilot
P000801,Sunrise PayWorks 0801,Technology Platform,Fintech,Mid-Market,Pilot,US,CO,Colorado Springs,West,API,Referral,Low,Approved,Level 3,2020-07-07,West,1,Fintech,Pilot
P000802,Ironwood Commerce 0802,ISO/Reseller,Nonprofit,Mid-Market,Active,US,CA,San Jose,West,Direct Processor,Direct,Low,Approved,Level 4,2025-06-23,West,1,Nonprofit,Active
P000803,Clearwater Platform 0803,ISO/Reseller,Professional Services,Mid-Market,Active,US,GA,Savannah,South,SDK,Direct,Medium,Pending Review,Level 4,2024-07-07,South,1,Professional Services,Active
P000804,Brightpath Processing 0804,Financial Institution,Retail,SMB,Active,US,GA,Alpharetta,South,SDK,Direct,High,Approved,Level 1,2024-09-29,South,1,Retail,Active
P000805,Prairie Merchant Services 0805,Marketplace,Gaming,SMB,Active,US,NY,Syracuse,Northeast,Hosted Checkout,Alliance,Medium,Approved,Level 2,2024-03-05,Northeast,1,Gaming,Active
P000806,Summit Solutions 0806,Marketplace,Utilities,Enterprise,Active,US,CO,Colorado Springs,West,API,Direct,Medium,Approved,Level 1,2018-02-01,West,1,Utilities,Active
P000807,Granite Financial 0807,Financial Institution,Education,SMB,Terminated,US,TN,Nashville,South,SDK,Alliance,Low,Approved,Level 4,2023-11-15,South,1,Education,Terminated
P000808,Harbor Processing 0808,Technology Platform,Healthcare,SMB,Active,US,TN,Knoxville,South,SFTP,Direct,Low,Approved,Level 3,2022-05-22,South,1,Healthcare,Active
